ID;AgeGroup;task;list;itemno;noun;adjective;stimtype;trialnum;response;reaction_time;confidence;confidence_rt;correctness;enc_pract_num;rec_pract_num
005704;OA;ENC;4;17;csomagolás;ízléses;TARG;12;good;1,00299718;;;;2;1
005704;OA;ENC;4;26;vallomás;következetes;FOIL;13;good;1,867920691;;;;2;1
005704;OA;ENC;4;59;mûalkotás;korabeli;TARG;14;good;1,600136346;;;;2;1
005704;OA;ENC;4;30;ábrázolás;szokatlan;FOIL;15;good;0,928213859;;;;2;1
005704;OA;ENC;4;20;földrengés;sorozatos;FOIL;16;good;1,538252063;;;;2;1
005704;OA;ENC;4;7;aszfalt;hibátlan;TARG;17;no-good;1,199648188;;;;2;1
005704;OA;ENC;4;39;készpénz;csekély;TARG;18;no-good;1,486616723;;;;2;1
005704;OA;ENC;4;75;jutalom;kívánatos;FOIL;19;no-good;1,859615856;;;;2;1
005704;OA;ENC;4;52;magazin;tudományos;TARG;20;good;0,978275811;;;;2;1
005704;OA;ENC;4;108;vészhelyzet;idõjárási;FOIL;21;no-good;1,478236313;;;;2;1
005704;OA;ENC;4;7;testmozgás;speciális;FOIL;22;None;;;;none;2;1
005704;OA;ENC;4;79;szemüveg;kényelmes;TARG;23;good;0,899917459;;;;2;1
005704;OA;ENC;4;51;sorrend;szabályos;FOIL;24;good;1,215522636;;;;2;1
005704;OA;ENC;4;100;zöldség;rendszeres;TARG;25;no-good;1,389995696;;;;2;1
005704;OA;ENC;4;60;mûanyag;felesleges;TARG;26;no-good;1,504473533;;;;2;1
005704;OA;ENC;4;25;szekrény;kaotikus;FOIL;27;no-good;1,257423128;;;;2;1
005704;OA;ENC;4;117;megjegyzés;rosszindulatú;FOIL;28;good;1,261534959;;;;2;1
005704;OA;ENC;4;73;rémálom;szomorú;TARG;29;None;;;;none;2;1
005704;OA;ENC;4;71;pisztoly;törvénytelen;TARG;30;good;0,849006144;;;;2;1
005704;OA;ENC;4;65;alapanyag;folyékony;FOIL;31;good;1,795364495;;;;2;1
005704;OA;ENC;4;54;mellény;sportos;TARG;32;good;0,98631318;;;;2;1
005704;OA;ENC;4;67;oroszlán;nyugodt;TARG;33;good;0,876027413;;;;2;1
005704;OA;ENC;4;123;lázadás;széleskörû;FOIL;34;no-good;1,429351835;;;;2;1
005704;OA;ENC;4;32;szállítás;idõigényes;FOIL;35;good;1,38638552;;;;2;1
005704;OA;ENC;4;86;távirat;udvarias;TARG;36;good;1,770059987;;;;2;1
005704;OA;ENC;4;2;országrész;középsõ;FOIL;37;good;1,171369205;;;;2;1
005704;OA;ENC;4;84;útmutatás;szakszerû;FOIL;38;good;0,824361906;;;;2;1
005704;OA;ENC;4;46;kommentár;terjedelmes;TARG;39;no-good;1,367523534;;;;2;1
005704;OA;ENC;4;4;állatkert;egzotikus;TARG;40;good;1,146331853;;;;2;1
005704;OA;ENC;4;42;szerencse;viszonylagos;FOIL;41;good;1,447699726;;;;2;1
005704;OA;ENC;4;35;fenyegetés;írásbeli;FOIL;42;good;1,053952657;;;;2;1
005704;OA;ENC;4;32;horgász;balatoni;TARG;43;good;1,064921272;;;;2;1
005704;OA;ENC;4;107;üdvözlet;kölcsönös;FOIL;44;good;1,160918729;;;;2;1
005704;OA;ENC;4;43;kolbász;tonnányi;TARG;45;no-good;1,033197257;;;;2;1
005704;OA;ENC;4;10;barlang;lakatlan;TARG;46;good;0,974717263;;;;2;1
005704;OA;ENC;4;46;ügyintézés;zökkenõmentes;FOIL;47;good;1,390172348;;;;2;1
005704;OA;ENC;4;125;csemege;temérdek;FOIL;48;no-good;1,452052277;;;;2;1
005704;OA;ENC;4;76;szabadidõ;kellemes;TARG;49;good;0,898059188;;;;2;1
005704;OA;ENC;4;12;boríték;érvénytelen;TARG;50;good;1,760625262;;;;2;1
005704;OA;ENC;4;116;hazugság;kisebbik;FOIL;51;good;1,051169451;;;;2;1
005704;OA;ENC;4;64;napsütés;felhõtlen;TARG;52;good;1,051285456;;;;2;1
005704;OA;ENC;4;74;repülõjegy;érvényes;TARG;53;good;0,795837848;;;;2;1
005704;OA;ENC;4;21;frontember;lendületes;FOIL;54;no-good;1,161740722;;;;2;1
005704;OA;ENC;4;90;tudomány;mérnöki;TARG;55;good;1,117647937;;;;2;1
005704;OA;ENC;4;53;matrica;fizetõs;TARG;56;good;1,126309186;;;;2;1
005704;OA;ENC;4;31;nagykövet;befolyásos;FOIL;57;good;1,380933247;;;;2;1
005704;OA;ENC;4;91;fertõzés;hosszútávú;FOIL;58;good;1,029313395;;;;2;1
005704;OA;ENC;4;69;ösztöndíj;tanulmányi;TARG;59;good;0,998679773;;;;2;1
005704;OA;ENC;4;80;szerszám;trükkös;TARG;60;good;1,422693786;;;;2;1
005704;OA;ENC;4;29;nyereség;pillanatnyi;FOIL;61;no-good;1,184513317;;;;2;1
005704;OA;ENC;4;102;vetítés;farsangi;FOIL;62;no-good;1,379807088;;;;2;1
005704;OA;ENC;4;88;tévémûsor;közéleti;TARG;63;None;;;;none;2;1
005704;OA;ENC;4;15;küldemény;dobozos;FOIL;64;good;1,352969003;;;;2;1
005704;OA;ENC;4;43;kitüntetés;jelképes;FOIL;65;good;0,539155229;;;;2;1
005704;OA;ENC;4;35;kapitány;rutinos;TARG;66;good;1,801434118;;;;2;1
005704;OA;ENC;4;38;korosztály;szerencsés;FOIL;67;good;1,261799938;;;;2;1
005704;OA;ENC;4;57;monitor;kijelzõs;TARG;68;no-good;1,240687812;;;;2;1
005704;OA;ENC;4;81;színdarab;humoros;TARG;69;good;1,794320131;;;;2;1
005704;OA;ENC;4;99;államférfi;diszkrét;FOIL;70;no-good;1,3294192;;;;2;1
005704;OA;ENC;4;72;professzor;közgazdasági;TARG;71;good;1,147981126;;;;2;1
005704;OA;ENC;4;48;költészet;mágikus;TARG;72;no-good;1,481873858;;;;2;1
005704;OA;ENC;4;77;õrmester;méltatlan;FOIL;73;no-good;1,273081737;;;;2;1
005704;OA;ENC;4;21;díszterem;patinás;TARG;74;good;0,882800536;;;;2;1
005704;OA;ENC;4;9;barátnõ;középkorú;TARG;75;good;0,956801362;;;;2;1
005704;OA;ENC;4;114;tiltakozás;egyhangú;FOIL;76;no-good;1,572326983;;;;2;1
005704;OA;ENC;4;47;koponya;parányi;TARG;77;no-good;1,024327011;;;;2;1
005704;OA;ENC;4;37;képregény;izgalmas;TARG;78;no-good;1,557849893;;;;2;1
005704;OA;ENC;4;100;zaklatás;pszichés;FOIL;79;good;1,523739517;;;;2;1
005704;OA;ENC;4;30;háziorvos;körzeti;TARG;80;good;1,008259428;;;;2;1
005704;OA;ENC;4;42;kirándulás;hétvégi;TARG;81;good;1,422718977;;;;2;1
005704;OA;ENC;4;13;táplálék;elégséges;FOIL;82;good;1,262669826;;;;2;1
005704;OA;ENC;4;99;zeneszerzõ;nagyszerû;TARG;83;good;0,870298965;;;;2;1
005704;OA;ENC;4;79;szivárgás;fokozatos;FOIL;84;None;;;;none;2;1
005704;OA;ENC;4;59;sorsolás;helytelen;FOIL;85;no-good;1,300977248;;;;2;1
005704;OA;ENC;4;93;útlezárás;helyszíni;TARG;86;None;;;;none;2;1
005704;OA;ENC;4;18;olvasmány;gyermekkori;FOIL;87;good;0,906638643;;;;2;1
005704;OA;ENC;4;19;mellékutca;rendezetlen;FOIL;88;good;1,510280355;;;;2;1
005704;OA;ENC;4;61;mûemlék;természeti;TARG;89;no-good;1,496978251;;;;2;1
005704;OA;ENC;4;47;császár;tudatos;FOIL;90;no-good;1,184554681;;;;2;1
005704;OA;ENC;4;28;követelés;eredményes;FOIL;91;good;1,519053878;;;;2;1
005704;OA;ENC;4;2;albérlet;szegényes;TARG;92;no-good;1,624913384;;;;2;1
005704;OA;ENC;4;60;rosszullét;fizikai;FOIL;93;None;;;;none;2;1
005704;OA;ENC;4;6;ásványvíz;minõségi;TARG;94;no-good;1,204918833;;;;2;1
005704;OA;ENC;4;8;publicista;hiteles;FOIL;95;no-good;1,347177731;;;;2;1
005704;OA;ENC;4;81;mellékhatás;közvetett;FOIL;96;good;1,12477312;;;;2;1
005704;OA;ENC;4;96;ventilátor;masszív;TARG;97;no-good;1,395857566;;;;2;1
005704;OA;ENC;4;41;királynõ;szépséges;TARG;98;good;0,976953407;;;;2;1
005704;OA;ENC;4;33;parancs;vitathatatlan;FOIL;99;no-good;1,483839115;;;;2;1
005704;OA;ENC;4;101;diskurzus;társadalmi;FOIL;100;good;1,421027096;;;;2;1
005704;OA;ENC;4;68;osztályzat;közepes;TARG;1;good;1,324304058;;;;2;1
005704;OA;ENC;4;74;zûrzavar;érzelmi;FOIL;2;good;1,208268696;;;;2;1
005704;OA;ENC;4;45;kolostor;hajdani;TARG;3;no-good;1,147406384;;;;2;1
005704;OA;ENC;4;16;csillagász;figyelmes;TARG;4;no-good;1,116813504;;;;2;1
005704;OA;ENC;4;95;gyûlölet;mélységes;FOIL;5;good;1,338851437;;;;2;1
005704;OA;ENC;4;14;csecsemõ;egészséges;TARG;6;good;0,918788775;;;;2;1
005704;OA;ENC;4;3;alkohol;legális;TARG;7;good;1,000855271;;;;2;1
005704;OA;ENC;4;53;végeredmény;lehetséges;FOIL;8;good;1,199180433;;;;2;1
005704;OA;ENC;4;94;protokoll;sebészeti;FOIL;9;good;1,525680516;;;;2;1
005704;OA;ENC;4;23;étterem;elegáns;TARG;10;no-good;1,154218071;;;;2;1
005704;OA;ENC;4;18;diáklány;ártatlan;TARG;11;good;1,661575266;;;;2;1
005704;OA;ENC;4;78;dulakodás;szándékos;FOIL;12;good;1,37724252;;;;2;1
005704;OA;ENC;4;58;mutatvány;szánalmas;TARG;13;good;1,38607078;;;;2;1
005704;OA;ENC;4;24;irodaház;szemközti;FOIL;14;no-good;1,391303171;;;;2;1
005704;OA;ENC;4;48;nézõpont;kézenfekvõ;FOIL;15;no-good;1,942839611;;;;2;1
005704;OA;ENC;4;15;csengõhang;többféle;TARG;16;good;1,434639586;;;;2;1
005704;OA;ENC;4;70;pénztárca;ismeretlen;TARG;17;good;0,900028488;;;;2;1
005704;OA;ENC;4;63;titkárság;egyszemélyes;FOIL;18;good;1,440065735;;;;2;1
005704;OA;ENC;4;1;akadály;lehetetlen;TARG;19;good;0,81675746;;;;2;1
005704;OA;ENC;4;25;fejfájás;kellemetlen;TARG;20;good;0,876138754;;;;2;1
005704;OA;ENC;4;64;hetilap;közérdekû;FOIL;21;good;1,207255744;;;;2;1
005704;OA;ENC;4;65;novella;tanulságos;TARG;22;good;1,493388601;;;;2;1
005704;OA;ENC;4;83;találmány;forradalmi;TARG;23;good;1,298841559;;;;2;1
005704;OA;ENC;4;104;pszichiáter;hûséges;FOIL;24;no-good;1,384057628;;;;2;1
005704;OA;ENC;4;69;célpont;potenciális;FOIL;25;no-good;1,685393779;;;;2;1
005704;OA;ENC;4;51;levéltár;régészeti;TARG;26;None;;;;none;2;1
005704;OA;ENC;4;87;telefonszám;otthoni;TARG;27;good;0,919884765;;;;2;1
005704;OA;ENC;4;120;áramlat;kulturális;FOIL;28;no-good;1,575636415;;;;2;1
005704;OA;ENC;4;5;áruházlánc;veszteséges;TARG;29;good;1,560282905;;;;2;1
005704;OA;ENC;4;16;tinédzser;kíváncsi;FOIL;30;good;1,12682266;;;;2;1
005704;OA;ENC;4;22;bankrablás;tavalyi;FOIL;31;no-good;1,199863094;;;;2;1
005704;OA;ENC;4;27;gázvezeték;felszíni;TARG;32;no-good;1,734051844;;;;2;1
005704;OA;ENC;4;31;helyezés;végleges;TARG;33;no-good;1,492001508;;;;2;1
005704;OA;ENC;4;55;pályafutás;dicséretes;FOIL;34;good;1,1038109;;;;2;1
005704;OA;ENC;4;56;mikrofon;vezetékes;TARG;35;good;1,60889805;;;;2;1
005704;OA;ENC;4;96;adottság;pozitív;FOIL;36;good;1,125406642;;;;2;1
005704;OA;ENC;4;91;tûzijáték;nagyszabású;TARG;37;good;1,363137705;;;;2;1
005704;OA;ENC;4;26;folyadék;elegendõ;TARG;38;good;0,998517738;;;;2;1
005704;OA;ENC;4;12;rokonság;nagyszámú;FOIL;39;good;1,220048729;;;;2;1
005704;OA;ENC;4;80;népcsoport;kétnyelvû;FOIL;40;good;1,327903349;;;;2;1
005704;OA;ENC;4;63;nagymama;kedvenc;TARG;41;good;1,412358383;;;;2;1
005704;OA;ENC;4;34;korlátozás;lokális;FOIL;42;no-good;1,263662562;;;;2;1
005704;OA;ENC;4;88;útvonal;ajánlatos;FOIL;43;good;1,370086236;;;;2;1
005704;OA;ENC;4;77;szakadék;iszonyatos;TARG;44;good;1,291944034;;;;2;1
005704;OA;ENC;4;8;baktérium;növényi;TARG;45;good;1,674418945;;;;2;1
005704;OA;ENC;4;92;házastárs;eszméletlen;FOIL;46;good;1,68694353;;;;2;1
005704;OA;ENC;4;45;tehetség;példaértékû;FOIL;47;good;0,983910957;;;;2;1
005704;OA;ENC;4;22;egyenruha;rendõri;TARG;48;good;1,110972471;;;;2;1
005704;OA;ENC;4;84;tananyag;iskolai;TARG;49;good;1,116295365;;;;2;1
005704;OA;ENC;4;39;utasítás;elnökségi;FOIL;50;no-good;1,298186266;;;;2;1
005704;OA;ENC;4;112;játszma;belpolitikai;FOIL;51;good;1,543439047;;;;2;1
005704;OA;ENC;4;55;menetrend;szokásos;TARG;52;good;1,508067847;;;;2;1
005704;OA;ENC;4;29;hangszer;autentikus;TARG;53;good;1,077608203;;;;2;1
005704;OA;ENC;4;103;forgatás;életveszélyes;FOIL;54;good;1,589700487;;;;2;1
005704;OA;ENC;4;90;mozdulat;harmonikus;FOIL;55;good;1,22285184;;;;2;1
005704;OA;ENC;4;34;kánikula;tavaszi;TARG;56;good;0,71725557;;;;2;1
005704;OA;ENC;4;13;bölcsõde;kertvárosi;TARG;57;good;1,248680706;;;;2;1
005704;OA;ENC;4;106;munkagép;funkcionális;FOIL;58;good;1,323246322;;;;2;1
005704;OA;ENC;4;124;kertész;szakképzett;FOIL;59;good;1,274247082;;;;2;1
005704;OA;ENC;4;36;kastély;csodálatos;TARG;60;good;0,980872413;;;;2;1
005704;OA;ENC;4;71;vezetõség;tartományi;FOIL;61;no-good;0,96975296;;;;2;1
005704;OA;ENC;4;68;vetélytárs;egyedüli;FOIL;62;no-good;1,757604446;;;;2;1
005704;OA;ENC;4;50;lépcsõház;emeletes;TARG;63;good;1,175405461;;;;2;1
005704;OA;ENC;4;6;kézikönyv;technikai;FOIL;64;good;1,339272541;;;;2;1
005704;OA;ENC;4;19;diktátor;kegyetlen;TARG;65;no-good;1,483931173;;;;2;1
005704;OA;ENC;4;115;villany;infravörös;FOIL;66;good;1,374922404;;;;2;1
005704;OA;ENC;4;76;meglátás;egyoldalú;FOIL;67;good;1,224075965;;;;2;1
005704;OA;ENC;4;28;gorilla;érzékeny;TARG;68;no-good;1,077608203;;;;2;1
005704;OA;ENC;4;11;benzinkút;hajnali;TARG;69;no-good;1,260877178;;;;2;1
005704;OA;ENC;4;58;közvetítés;globális;FOIL;70;no-good;0,994418969;;;;2;1
005704;OA;ENC;4;82;szõnyeg;használati;TARG;71;no-good;0,881639545;;;;2;1
005704;OA;ENC;4;95;végállomás;ideiglenes;TARG;72;good;1,267934873;;;;2;1
005704;OA;ENC;4;122;munkanap;tetszõleges;FOIL;73;good;1,429351835;;;;2;1
005704;OA;ENC;4;23;fürdõszoba;keskeny;FOIL;74;good;1,090416116;;;;2;1
005704;OA;ENC;4;49;legénység;katonai;TARG;75;no-good;1,219506642;;;;2;1
005704;OA;ENC;4;62;mûvészet;vizuális;TARG;76;good;1,637285576;;;;2;1
005704;OA;ENC;4;98;élettárs;passzív;FOIL;77;None;;;;none;2;1
005704;OA;ENC;4;36;berendezés;egyszerû;FOIL;78;good;1,451668493;;;;2;1
005704;OA;ENC;4;94;vacsora;zártkörû;TARG;79;good;0,835575905;;;;2;1
005704;OA;ENC;4;113;védõoltás;hatékony;FOIL;80;good;1,165344366;;;;2;1
005704;OA;ENC;4;92;újságcikk;botrányos;TARG;81;no-good;1,408079852;;;;2;1
005704;OA;ENC;4;52;értesítés;sokszoros;FOIL;82;no-good;1,873758924;;;;2;1
005704;OA;ENC;4;111;hirdetés;releváns;FOIL;83;good;1,836248303;;;;2;1
005704;OA;ENC;4;66;olimpikon;legendás;TARG;84;None;;;;none;2;1
005704;OA;ENC;4;4;hercegnõ;türelmes;FOIL;85;good;0,945918275;;;;2;1
005704;OA;ENC;4;49;havazás;folyamatos;FOIL;86;good;1,185993713;;;;2;1
005704;OA;ENC;4;44;kollégium;fõiskolai;TARG;87;no-good;1,376725314;;;;2;1
005704;OA;ENC;4;10;gombnyomás;fölösleges;FOIL;88;no-good;1,25773227;;;;2;1
005704;OA;ENC;4;72;asszisztens;tárgyalási;FOIL;89;no-good;1,891580279;;;;2;1
005704;OA;ENC;4;78;szélvihar;hirtelen;TARG;90;good;1,002536578;;;;2;1
005704;OA;ENC;4;97;világítás;hangulatos;TARG;91;good;0,975922728;;;;2;1
005704;OA;ENC;4;50;leépítés;túlzott;FOIL;92;no-good;1,237630297;;;;2;1
005704;OA;ENC;4;61;üzemanyag;mesterséges;FOIL;93;no-good;1,309245384;;;;2;1
005704;OA;ENC;4;85;tanfolyam;gyakorlati;TARG;94;good;1,2385882;;;;2;1
005704;OA;ENC;4;83;gyûjtemény;sokszínû;FOIL;95;good;1,762644945;;;;2;1
005704;OA;ENC;4;119;felajánlás;tömeges;FOIL;96;no-good;1,546706492;;;;2;1
005704;OA;ENC;4;24;fejedelem;történelmi;TARG;97;good;1,176086567;;;;2;1
005704;OA;ENC;4;85;bûntett;embertelen;FOIL;98;good;1,152407696;;;;2;1
005704;OA;ENC;4;38;kerékpár;elektromos;TARG;99;good;1,153771464;;;;2;1
005704;OA;ENC;4;109;mozzanat;színészi;FOIL;100;no-good;1,4118051;;;;2;1
005704;OA;REC_GYAK;4;6;nézõtér;arányos;FOIL;1;old;1,56327853;1;2,825304259;0;2;1
005704;OA;REC_GYAK;4;2;csokoládé;szokványos;CLOSE;2;new;1,896419868;3;3,746639252;1;2;1
005704;OA;REC_GYAK;4;4;taktika;hátrányos;FOIL;3;new;1,903917016;3;2,897978327;1;2;1
005704;OA;REC_GYAK;4;1;színésznõ;tevékeny;TARG;4;None;;1;2,695976433;none;2;1
005704;OA;REC_GYAK;4;3;sivatag;délelõtti;DISTANT;5;None;;3;2,026103175;none;2;1
005704;OA;REC_GYAK;4;5;hadmûvelet;rivális;FOIL;6;None;;3;1,65092419;none;2;1
005704;OA;REC;4;29;hangszer;autentikus;TARG;1;None;;1;1,667663239;none;2;1
005704;OA;REC;4;14;csecsemõ;normális;CLOSE;2;None;;3;2,389109635;none;2;1
005704;OA;REC;4;57;monitor;kijelzõs;TARG;3;old;1,555044916;1;2,320507589;1;2;1
005704;OA;REC;4;89;törmelék;baleseti;DISTANT;4;old;1,804796421;2;1,910994304;0;2;1
005704;OA;REC;4;9;barátnõ;tehetõs;CLOSE;5;new;1,959687201;3;1,148900775;1;2;1
005704;OA;REC;4;41;operatõr;hivatásos;FOIL;6;new;1,88146818;3;1,319936268;1;2;1
005704;OA;REC;4;62;mûvészet;vizuális;TARG;7;old;1,595567334;3;0,939765612;1;2;1
005704;OA;REC;4;118;kiképzés;lélektani;FOIL;8;old;1,113204261;3;1,638235704;0;2;1
005704;OA;REC;4;33;iránytû;hasznos;TARG;9;old;1,745495678;3;1,160249751;1;2;1
005704;OA;REC;4;11;benzinkút;délutáni;CLOSE;10;new;1,905393369;2;3,28092317;1;2;1
005704;OA;REC;4;48;költészet;mágikus;TARG;11;new;1,415393505;3;3,405960957;0;2;1
005704;OA;REC;4;23;étterem;divatos;CLOSE;12;new;2,005354617;3;1,581958576;1;2;1
005704;OA;REC;4;27;gázvezeték;felszíni;TARG;13;old;1,380312475;3;1,621524024;1;2;1
005704;OA;REC;4;40;kesztyû;férfias;TARG;14;old;1,968462901;2;0,640020265;1;2;1
005704;OA;REC;4;6;ásványvíz;színvonalas;CLOSE;15;new;1,898299286;3;4,189719894;1;2;1
005704;OA;REC;4;61;mûemlék;természeti;TARG;16;old;2,080074493;3;1,652929878;1;2;1
005704;OA;REC;4;58;mutatvány;szánalmas;TARG;17;old;1,125562768;3;0,612827942;1;2;1
005704;OA;REC;4;17;csomagolás;stílusos;CLOSE;18;old;1,433979006;3;0,536023072;0;2;1
005704;OA;REC;4;98;zarándok;határozatlan;DISTANT;19;new;2,379892304;3;1,833001696;1;2;1
005704;OA;REC;4;37;korszak;bizonytalan;FOIL;20;old;1,150937563;3;0,796016055;0;2;1
005704;OA;REC;4;94;vacsora;szociális;DISTANT;21;old;1,498482594;3;0,745389002;0;2;1
005704;OA;REC;4;70;kritika;érthetetlen;FOIL;22;old;1,154661568;3;1,489536462;0;2;1
005704;OA;REC;4;24;fejedelem;ezeréves;CLOSE;23;old;1,266204427;3;1,44878141;0;2;1
005704;OA;REC;4;16;csillagász;szemfüles;CLOSE;24;old;2,08974154;3;0,764890731;0;2;1
005704;OA;REC;4;82;szõnyeg;halvány;DISTANT;25;old;0,743679705;2;0,485824898;0;2;1
005704;OA;REC;4;13;bölcsõde;kicsiny;CLOSE;26;old;1,604337125;3;0,866261154;0;2;1
005704;OA;REC;4;70;pénztárca;ismeretlen;TARG;27;old;0,869567165;3;0,802231852;1;2;1
005704;OA;REC;4;42;kirándulás;hétvégi;TARG;28;old;1,08460805;3;0,859423964;1;2;1
005704;OA;REC;4;88;tévémûsor;versenyképes;DISTANT;29;old;1,456784568;3;0,644628775;0;2;1
005704;OA;REC;4;82;értékrend;szubjektív;FOIL;30;old;1,281945452;3;0,65704513;0;2;1
005704;OA;REC;4;93;testrész;elõnytelen;FOIL;31;new;2,20785941;1;1,14700394;1;2;1
005704;OA;REC;4;78;szélvihar;középfokú;DISTANT;32;old;1,570033303;3;1,131224972;0;2;1
005704;OA;REC;4;30;háziorvos;körzeti;TARG;33;old;1,18494033;3;0,454600984;1;2;1
005704;OA;REC;4;49;legénység;katonai;TARG;34;old;1,650375884;3;0,849830003;1;2;1
005704;OA;REC;4;19;diktátor;szörnyû;CLOSE;35;old;1,258708211;3;0,515244657;0;2;1
005704;OA;REC;4;38;kerékpár;elektromos;TARG;36;old;1,137471247;3;0,564005043;1;2;1
005704;OA;REC;4;74;repülõjegy;érvényes;TARG;37;old;0,999576408;3;0,662279387;1;2;1
005704;OA;REC;4;93;útlezárás;taktikai;DISTANT;38;None;;2;2,364784801;none;2;1
005704;OA;REC;4;50;lépcsõház;emeletes;TARG;39;old;1,182638874;3;0,618016481;1;2;1
005704;OA;REC;4;35;kapitány;rutinos;TARG;40;old;1,075948355;3;0,639434016;1;2;1
005704;OA;REC;4;15;csengõhang;változatos;CLOSE;41;new;1,722348941;3;0,575300216;1;2;1
005704;OA;REC;4;86;választék;tetszetõs;FOIL;42;new;1,92328159;3;0,754132046;1;2;1
005704;OA;REC;4;64;napsütés;felhõtlen;TARG;43;old;1,466422381;3;0,641180945;1;2;1
005704;OA;REC;4;86;távirat;sürgõsségi;DISTANT;44;None;;2;2,287251863;none;2;1
005704;OA;REC;4;14;focista;rugalmas;FOIL;45;new;1,513000116;3;1,48887526;1;2;1
005704;OA;REC;4;5;áruházlánc;kockázatos;CLOSE;46;old;1,928843027;2;1,633074223;0;2;1
005704;OA;REC;4;67;oroszlán;nyugodt;TARG;47;old;0,831632018;3;0,685154303;1;2;1
005704;OA;REC;4;73;rémálom;szomorú;TARG;48;new;1,921013723;3;0,980194728;0;2;1
005704;OA;REC;4;87;alkatrész;mágneses;FOIL;49;new;1,490574294;3;1,363359454;1;2;1
005704;OA;REC;4;97;pontszám;egyenlõ;FOIL;50;new;1,058211284;3;0,452623909;1;2;1
005704;OA;REC;4;32;horgász;balatoni;TARG;51;new;1,463712572;3;0,663920263;0;2;1
005704;OA;REC;4;45;kolostor;hajdani;TARG;52;old;0,914046532;3;0,97752224;1;2;1
005704;OA;REC;4;81;színdarab;illegális;DISTANT;53;new;1,782365934;3;1,899549537;1;2;1
005704;OA;REC;4;39;készpénz;csekély;TARG;54;old;1,420650777;2;1,330368395;1;2;1
005704;OA;REC;4;77;szakadék;közterületi;DISTANT;55;old;1,666403969;3;0,551680436;0;2;1
005704;OA;REC;4;96;ventilátor;mûszaki;DISTANT;56;new;3,647477604;2;2,150366865;1;2;1
005704;OA;REC;4;105;szörnyeteg;képzeletbeli;FOIL;57;new;1,543739169;3;0,785603212;1;2;1
005704;OA;REC;4;92;újságcikk;mezõgazdasági;DISTANT;58;old;1,660132502;3;0,771667585;0;2;1
005704;OA;REC;4;47;koponya;parányi;TARG;59;old;1,175313091;3;1,114967674;1;2;1
005704;OA;REC;4;87;telefonszám;doktori;DISTANT;60;new;1,589364599;3;0,617485591;1;2;1
005704;OA;REC;4;44;veszekedés;hétköznapi;FOIL;61;old;1,975144898;2;0,502298968;0;2;1
005704;OA;REC;4;56;észrevétel;lényegtelen;FOIL;62;new;1,604178511;3;1,19486427;1;2;1
005704;OA;REC;4;36;kastély;csodálatos;TARG;63;old;1,131711387;3;0,509688507;1;2;1
005704;OA;REC;4;46;kommentár;terjedelmes;TARG;64;old;1,533871211;3;0,649108839;1;2;1
005704;OA;REC;4;9;bábszínház;virtuális;FOIL;65;new;1,609995596;3;1,261973169;1;2;1
005704;OA;REC;4;3;fõhadnagy;kíméletlen;FOIL;66;new;1,339499265;3;0,604071835;1;2;1
