itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,cue_resp.rt,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.70173777718446,None,4,42.924556474376004,186.70173777718446,None,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,233.68562362305238,None,234.68223521261825,None,234.68223521261825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.65744492397062,None,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,1,1,8,,,,,,,,,,,,,240.6534562719462,None,241.67223761355854,None,241.67223761355854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,2,2,7,,,,,,,,,,,,,247.66134867133223,None,248.67702212996664,None,248.67702212996664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
10,málna,dominó,,,,,,,,,0,0,0,0,0,3,3,9,,,,,,,,,,,,,254.66328717177385,None,255.67579458924592,None,255.67579458924592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
5,karton,hentes,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,261.661392212176,None,262.6744706366735,None,262.6744706366735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,268.66136297761113,None,269.6723946716229,None,269.6723946716229,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,6,6,2,,,,,,,,,,,,,275.66730910140905,None,276.67996953384136,None,276.67996953384136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,282.66078854948864,None,283.6779150282091,None,283.6779150282091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,8,8,6,,,,,,,,,,,,,289.6607711331744,None,290.68412395208725,None,290.68412395208725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,296.6570241328154,None,297.68333772887127,None,297.68333772887127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,323.615614616283,None,,,,,,,,,,,kirakó,324.6122884070792,None,4,324.6122884070792,None,324.6122884070792,None,324.6122884070792,None,bagoly,326.75377312485944,None,326.75377312485944,None,down,2.4451733734458685,326.75377312485944,None,329.2474152291252,None,4,1.833479298860766,329.2474152291252,None,2.0946083376766182,,,,,,,319.58723096424364,None,303.65418495898484,None,u,5.801075272203889,303.65418495898484,None,309.5036518324923,None,4,10.047439611924347,309.5036518324923,None,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,331.1195612824813,None,,,,,,,,,,,kötény,332.1452226989495,None,4,332.1452226989495,None,332.1452226989495,None,332.1452226989495,None, ,336.88379478329443,None,336.88379478329443,None,down,3.9630070797284134,336.88379478329443,None,340.88972193576046,None,4,2.2852786551811732,340.88972193576046,None,4.69351571140578,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,343.195520145091,None,,,,,,,,,,,fogó,344.21838188552647,None,None,344.21838188552647,None,344.21838188552647,None,344.21838188552647,None, limonádé,359.2079656723945,None,359.2079656723945,None,down,3.030576555407606,359.2079656723945,None,362.27841133155744,None,4,2.5731293299468234,362.27841133155744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,3,3,6,,,,,,,,,364.882277074008,None,,,,,,,,,,,csavarhúzó,365.89264414817444,None,4,365.89264414817444,None,365.89264414817444,None,365.89264414817444,None, hering,370.07865093057626,None,370.07865093057626,None,down,2.031661033281125,370.07865093057626,None,372.15600683217053,None,4,1.2242726502590813,372.15600683217053,None,4.162726427952293,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,4,4,9,,,,,,,,,373.42400070661097,None,,,,,,,,,,,dominó,374.4395161741704,None,4,374.4395161741704,None,374.4395161741704,None,374.4395161741704,None, málna,376.3825831039285,None,376.3825831039285,None,down,2.0477204503840767,376.3825831039285,None,378.45761423560907,None,4,1.3486884254962206,378.45761423560907,None,1.8967273460002616,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,5,5,8,,,,,,,,,379.83532014334924,None,,,,,,,,,,,kecske,380.85714467873913,None,4,380.85714467873913,None,380.85714467873913,None,380.85714467873913,None, szikla,385.4178334575554,None,385.4178334575554,None,down,2.7886042423779145,385.4178334575554,None,388.25082136687706,None,4,2.1382375040557235,388.25082136687706,None,4.512034999381285,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,6,6,3,,,,,,,,,390.4291932628548,None,,,,,,,,,,,ananász,391.45278959945426,None,4,391.45278959945426,None,391.45278959945426,None,391.45278959945426,None,mocsár,397.97373118883115,None,397.97373118883115,None,down,2.264511540182866,397.97373118883115,None,400.2685135654465,None,4,1.581496324564796,400.2685135654465,None,6.491417167300824,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,7,7,5,,,,,,,,,401.881485563732,None,,,,,,,,,,,triatlon,402.90143722094945,None,4,402.90143722094945,None,402.90143722094945,None,402.90143722094945,None, ,410.2587980488606,None,410.2587980488606,None,down,1.3390802060021088,410.2587980488606,None,411.6362461326353,None,4,1.9935149027733132,411.6362461326353,None,7.326455850212369,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,8,8,4,,,,,,,,,413.67093574241153,None,,,,,,,,,,,karton,414.69073531773756,None,4,414.69073531773756,None,414.69073531773756,None,414.69073531773756,None,hentes,421.0784643270017,None,421.0784643270017,None,down,3.6872128637041897,421.0784643270017,None,424.8188514423964,None,4,1.8847253132844344,424.8188514423964,None,6.346875571471173,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,9,9,7,,,,,,,,,426.7494013134565,None,,,,,,,,,,,szalvéta,427.7744923449063,None,4,427.7744923449063,None,427.7744923449063,None,427.7744923449063,None, ,432.3713424139132,None,432.3713424139132,None,down,1.2743041862850077,432.3713424139132,None,433.67673289435334,None,4,2.3297773943049833,433.67673289435334,None,4.556975367071573,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.741709201887716,436.0976515314833,None,436.0976515314833,None,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,452.88869965900085,None,453.8787372036895,None,453.8787372036895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.87415048709954,None,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,1,1,7,,,,,,,,,,,,,459.87632379707065,None,460.8885920509638,None,460.8885920509638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
10,málna,dominó,,,,,,,,,1,0,1,0,0,2,2,9,,,,,,,,,,,,,466.8728759844962,None,467.8864734780218,None,467.8864734780218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,473.87644477843423,None,474.88662929207203,None,474.88662929207203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,4,4,8,,,,,,,,,,,,,480.87454359870753,None,481.8907504325907,None,481.8907504325907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,5,5,6,,,,,,,,,,,,,487.87522407984943,None,488.8862775442831,None,488.8862775442831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,6,6,5,,,,,,,,,,,,,494.8741520421172,None,495.8806573547481,None,495.8806573547481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,501.8750645337568,None,502.88197664220934,None,502.88197664220934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
5,karton,hentes,,,,,,,,,1,0,1,0,0,8,8,4,,,,,,,,,,,,,508.8742167313758,None,509.8920100069663,None,509.8920100069663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,9,9,2,,,,,,,,,,,,,515.8732812253002,None,516.8914666794299,None,516.8914666794299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,0,0,6,,,,,,,,,538.4311199450458,None,,,,,,,,,,,csavarhúzó,539.4224553177773,None,4,539.4224553177773,None,539.4224553177773,None,539.4224553177773,None,hering,543.9133717653749,None,543.9133717653749,None,down,2.43478826089995,543.9133717653749,None,546.3807879772794,None,4,1.0963471722789109,546.3807879772794,None,4.449522792361677,,,,,,,534.4031642373011,None,522.8735608197458,None,u,8.53106203576317,522.8735608197458,None,531.4386637067364,None,4,2.9365317605552264,531.4386637067364,None,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,547.5145078081114,None,,,,,,,,,,,kötény,548.5427673687518,None,4,548.5427673687518,None,548.5427673687518,None,548.5427673687518,None, tisztás,549.9734058765171,None,549.9734058765171,None,down,1.9906197478994727,549.9734058765171,None,551.9887649080774,None,4,0.7192107165465131,551.9887649080774,None,1.4032037350698374,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,2,2,8,,,,,,,,,552.7293125025753,None,,,,,,,,,,,kecske,553.7585868758324,None,4,553.7585868758324,None,553.7585868758324,None,553.7585868758324,None, szilva,555.7170041289355,None,555.7170041289355,None,down,1.6549550098716281,555.7170041289355,None,557.403240122745,None,4,0.980630235048011,557.403240122745,None,1.917377522739116,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,3,3,0,,,,,,,,,558.4096679948561,None,,,,,,,,,,,kirakó,559.4287077824993,None,4,559.4287077824993,None,559.4287077824993,None,559.4287077824993,None,bagoly,560.4678531753307,None,560.4678531753307,None,down,1.7679369603283703,560.4678531753307,None,562.279834184068,None,4,1.0920384951168671,562.279834184068,None,1.0152116147219203,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,4,4,3,,,,,,,,,563.3995767830347,None,,,,,,,,,,,ananász,564.4211481595121,None,4,564.4211481595121,None,564.4211481595121,None,564.4211481595121,None, mocsár,566.1684784840036,None,566.1684784840036,None,down,1.923386158712674,566.1684784840036,None,568.1221193069068,None,4,0.820731162733864,568.1221193069068,None,1.7107047023018822,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,5,5,9,,,,,,,,,568.9667064961686,None,,,,,,,,,,,dominó,569.9769737374445,None,4,569.9769737374445,None,569.9769737374445,None,569.9769737374445,None,málna,572.0215433859557,None,572.0215433859557,None,down,1.8780697847832926,572.0215433859557,None,573.9450352867425,None,4,1.6746755896601826,573.9450352867425,None,1.9980540354154073,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,6,6,7,,,,,,,,,575.6510615257139,None,,,,,,,,,,,szalvéta,576.670733588544,None,4,576.670733588544,None,576.670733588544,None,576.670733588544,None,puska,579.9468549829035,None,579.9468549829035,None,down,1.9687644228688441,579.9468549829035,None,581.9499858803174,None,4,1.2408150596311316,581.9499858803174,None,3.2298157102777623,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,7,7,2,,,,,,,,,583.217598150397,None,,,,,,,,,,,fogó,584.2282681443903,None,4,584.2282681443903,None,584.2282681443903,None,584.2282681443903,None,limonádé,585.8631679320533,None,585.8631679320533,None,down,2.4843246753443964,585.8631679320533,None,588.3714403807826,None,4,1.7749265092425048,588.3714403807826,None,1.606292211334221,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,8,8,5,,,,,,,,,590.1804152054538,None,,,,,,,,,,,triatlon,591.2044018546294,None,4,591.2044018546294,None,591.2044018546294,None,591.2044018546294,None,menta,592.2999345021381,None,592.2999345021381,None,down,1.6954060059506446,592.2999345021381,None,594.0279631719168,None,4,1.611466107191518,594.0279631719168,None,1.055095646821428,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,9,9,4,,,,,,,,,595.6615586004045,None,,,,,,,,,,,karton,596.6764517449483,None,4,596.6764517449483,None,596.6764517449483,None,596.6764517449483,None,hentes,597.6641996633552,None,597.6641996633552,None,down,1.7073766270186752,597.6641996633552,None,599.4057004912465,None,4,1.2956752749159932,599.4057004912465,None,0.9581899077747948,,,,,,,,,,,,,,,,,,,,,,,,,,,292991,2022_May_02_1025,palt,2021.1.2,59.97452076889107,
