itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,cue_resp.rt,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,end_text.started,end_text.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0430305604823,None,4,37.827642327640206,172.0430305604823,None,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,213.94526937231421,None,214.9053100021556,None,214.9053100021556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.89502314850688,None,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,1,1,6,,,,,,,,,,,,,220.89868711680174,None,221.90849346574396,None,221.90849346574396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,227.895269154571,None,228.90349154686555,None,228.90349154686555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,3,3,7,,,,,,,,,,,,,234.8953997772187,None,235.9145612041466,None,235.9145612041466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,4,4,2,,,,,,,,,,,,,241.89791022241116,None,242.90819614334032,None,242.90819614334032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
10,málna,dominó,,,,,,,,,0,0,0,0,0,5,5,9,,,,,,,,,,,,,248.8975793113932,None,249.90986096160486,None,249.90986096160486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,,255.89863953273743,None,256.91112644737586,None,256.91112644737586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,7,7,8,,,,,,,,,,,,,262.89910790883005,None,263.91113204555586,None,263.91113204555586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,8,8,5,,,,,,,,,,,,,269.8950847275555,None,270.90956737147644,None,270.90956737147644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
5,karton,hentes,,,,,,,,,0,0,0,0,0,9,9,4,,,,,,,,,,,,,276.89764835499227,None,277.9084959537722,None,277.9084959537722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,0,0,6,,,,,,,,,314.5439626472071,None,,,,,,,,,,,csavarhúzó,315.54487918363884,None,4,315.54487918363884,None,315.54487918363884,None,315.54487918363884,None,,324.4326549451798,None,324.4326549451798,None,down,1.7087062560021877,324.4326549451798,None,326.17430301895365,None,4,2.271996407303959,326.17430301895365,None,8.845358817838132,,,,,,,310.5194854955189,None,283.8948321901262,None,u,15.510862215887755,283.8948321901262,None,299.4691773816012,None,4,11.018360896036029,299.4691773816012,None,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,1,1,3,,,,,,,,,328.4827736564912,None,,,,,,,,,,,mocsár,329.5102134565823,None,4,329.5102134565823,None,329.5102134565823,None,329.5102134565823,None,,337.08249263092875,None,337.08249263092875,None,down,1.3307091635651886,337.08249263092875,None,338.43865301832557,None,4,1.988744982983917,338.43865301832557,None,7.533992086537182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,340.448578171432,None,,,,,,,,,,,fogó,341.480446705129,None,None,341.480446705129,None,341.480446705129,None,341.480446705129,None, ,356.46892204508185,None,356.46892204508185,None,down,1.688108290079981,356.46892204508185,None,358.1883626934141,None,4,0.8886176566593349,358.1883626934141,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,3,3,7,,,,,,,,,359.10500888573006,None,,,,,,,,,,,szalvéta,360.14879177045077,None,4,360.14879177045077,None,360.14879177045077,None,360.14879177045077,None,pohár,367.76728776749223,None,367.76728776749223,None,down,2.22943422337994,367.76728776749223,None,370.0387588846497,None,4,4.963949049357325,370.0387588846497,None,7.584345607552677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,4,4,9,,,,,,,,,375.043493648991,None,,,,,,,,,,,dominó,376.0627430905588,None,4,376.0627430905588,None,376.0627430905588,None,376.0627430905588,None, mocsár,380.05642281472683,None,380.05642281472683,None,down,1.9247025069780648,380.05642281472683,None,382.0033710007556,None,4,5.938254307489842,382.0033710007556,None,3.964017470832914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,5,5,8,,,,,,,,,387.97351436829194,None,,,,,,,,,,,kecske,388.9934697947465,None,4,388.9934697947465,None,388.9934697947465,None,388.9934697947465,None, szalvéta,391.91911620646715,None,391.91911620646715,None,down,3.853778076823801,391.91911620646715,None,395.8066807948053,None,4,2.475815816782415,395.8066807948053,None,2.888143993448466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,6,6,4,,,,,,,,,398.31442081555724,None,,,,,,,,,,,karton,399.3268862706609,None,4,399.3268862706609,None,399.3268862706609,None,399.3268862706609,None, ,407.0811462835409,None,407.0811462835409,None,down,1.6832774244248867,407.0811462835409,None,408.80469812778756,None,4,1.8489580964669585,408.80469812778756,None,7.711395218968391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,7,7,0,,,,,,,,,410.6906585441902,None,,,,,,,,,,,kirakó,411.7141883694567,None,4,411.7141883694567,None,411.7141883694567,None,411.7141883694567,None, beton,417.9247258324176,None,417.9247258324176,None,down,2.695564051158726,417.9247258324176,None,420.6456888578832,None,4,3.4054987831041217,420.6456888578832,None,6.173131768126041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,8,8,5,,,,,,,,,424.0847259690054,None,,,,,,,,,,,triatlon,425.10988018196076,None,4,425.10988018196076,None,425.10988018196076,None,425.10988018196076,None, ,431.36229250440374,None,431.36229250440374,None,down,1.353771856520325,431.36229250440374,None,432.74995972495526,None,4,1.4641987881623209,432.74995972495526,None,6.213294536340982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,9,9,1,,,,,,,,,434.2488830201328,None,,,,,,,,,,,tisztás,435.2726563634351,None,4,435.2726563634351,None,435.2726563634351,None,435.2726563634351,None, kecske,439.67765566986054,None,439.67765566986054,None,down,2.1263514012098312,439.67765566986054,None,441.8283187667839,None,4,2.828695084899664,441.8283187667839,None,4.3652669712901115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,52.47533717798069,444.7092318572104,None,444.7092318572104,None,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
5,karton,hentes,,,,,,,,,1,0,1,0,0,0,0,4,,,,,,,,,,,,,501.22889555990696,None,502.2192761260085,None,502.2192761260085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.21003798628226,None,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,1,1,7,,,,,,,,,,,,,508.2257338669151,None,509.21864447183907,None,509.21864447183907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,515.2103082514368,None,516.230125901755,None,516.230125901755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,522.2097639897838,None,523.2190633974969,None,523.2190633974969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
10,málna,dominó,,,,,,,,,1,0,1,0,0,4,4,9,,,,,,,,,,,,,529.21058971202,None,530.2373459199443,None,530.2373459199443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,5,5,6,,,,,,,,,,,,,536.2119335718453,None,537.2294510174543,None,537.2294510174543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,6,6,2,,,,,,,,,,,,,543.2121929512359,None,544.2302941563539,None,544.2302941563539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,7,7,5,,,,,,,,,,,,,550.2253416874446,None,551.2362629948184,None,551.2362629948184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,8,8,0,,,,,,,,,,,,,557.2085787435062,None,558.2253451086581,None,558.2253451086581,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,9,9,8,,,,,,,,,,,,,564.2099810722284,None,565.2314439476468,None,565.2314439476468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,0,0,2,,,,,,,,,582.6064364057966,None,,,,,,,,,,,fogó,583.5974629330449,None,4,583.5974629330449,None,583.5974629330449,None,583.5974629330449,None, ,586.3752362872474,None,586.3752362872474,None,down,2.4992022677324712,586.3752362872474,None,588.8972589746118,None,4,1.3081356836482882,588.8972589746118,None,2.750888079404831,,,,,,,578.5811413070187,None,571.2082478324883,None,u,2.8983633588068187,571.2082478324883,None,574.1357086566277,None,4,4.412649757694453,574.1357086566277,None,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,1,1,3,,,,,,,,,590.2297545601614,None,,,,,,,,,,,mocsár,591.2510809036903,None,4,591.2510809036903,None,591.2510809036903,None,591.2510809036903,None, ananász,595.960485058371,None,595.960485058371,None,down,2.097859777044505,595.960485058371,None,598.0897894673981,None,4,1.85144925955683,598.0897894673981,None,4.6680881744250655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,2,2,6,,,,,,,,,599.977382668294,None,,,,,,,,,,,csavarhúzó,600.9990097549744,None,4,600.9990097549744,None,600.9990097549744,None,600.9990097549744,None,hering,603.3716581566259,None,603.3716581566259,None,down,2.8945507290773094,603.3716581566259,None,606.2950158710591,None,4,0.31408803863450885,606.2950158710591,None,2.3381711444817483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,3,3,9,,,,,,,,,606.6342248441651,None,,,,,,,,,,,dominó,607.656600213144,None,4,607.656600213144,None,607.656600213144,None,607.656600213144,None,,620.1832208218984,None,620.1832208218984,None,down,1.3952632453292608,620.1832208218984,None,621.620901633054,None,4,1.803052902687341,621.620901633054,None,12.491719760466367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,4,4,1,,,,,,,,,623.4492701608688,None,,,,,,,,,,,tisztás,624.4763802941889,None,None,624.4763802941889,None,624.4763802941889,None,624.4763802941889,None, ,639.4562028087676,None,639.4562028087676,None,down,1.3694565407931805,639.4562028087676,None,640.8631511935964,None,4,0.04155794391408563,640.8631511935964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,5,5,7,,,,,,,,,640.944366209209,None,,,,,,,,,,,szalvéta,641.9613879104145,None,4,641.9613879104145,None,641.9613879104145,None,641.9613879104145,None,puska,644.9146806304343,None,644.9146806304343,None,down,1.7349051400087774,644.9146806304343,None,646.7018037759699,None,4,1.5038885152898729,646.7018037759699,None,2.916349803097546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,6,6,0,,,,,,,,,648.2357274414971,None,,,,,,,,,,,kirakó,649.248492706567,None,4,649.248492706567,None,649.248492706567,None,649.248492706567,None, ,658.1238879184239,None,658.1238879184239,None,down,1.197660546284169,658.1238879184239,None,659.3760225120932,None,4,1.4866046351380646,659.3760225120932,None,8.844329074956477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,7,7,4,,,,,,,,,660.8966127028689,None,,,,,,,,,,,karton,661.9190807519481,None,4,661.9190807519481,None,661.9190807519481,None,661.9190807519481,None,hering,665.2656011790968,None,665.2656011790968,None,down,2.039892192929983,665.2656011790968,None,667.3356233788654,None,4,1.1278986590914428,667.3356233788654,None,3.310389859136194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,8,8,8,,,,,,,,,668.4895330737345,None,,,,,,,,,,,kecske,669.5098837893456,None,4,669.5098837893456,None,669.5098837893456,None,669.5098837893456,None,szilva,671.734159657266,None,671.734159657266,None,down,1.8272498371079564,671.734159657266,None,673.6171894585714,None,4,2.2131536500528455,673.6171894585714,None,2.181463012471795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,9,9,5,,,,,,,,,675.8728978289291,None,,,,,,,,,,,triatlon,676.8963900222443,None,4,676.8963900222443,None,676.8963900222443,None,676.8963900222443,None,menta,680.2076419917867,None,680.2076419917867,None,down,1.4655603747814894,680.2076419917867,None,681.7119052698836,None,4,0.9914224385283887,681.7119052698836,None,3.2649126104079187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12.949593607801944,682.7595919095911,None,682.7595919095911,None,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
5,karton,hentes,,,,,,,,,2,0,2,0,0,0,0,4,,,,,,,,,,,,,699.7610312481411,None,700.7597132022493,None,700.7597132022493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.7470779377036,None,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
9,szilva,kecske,,,,,,,,,2,0,2,0,0,1,1,8,,,,,,,,,,,,,706.7399916527793,None,707.7554527232423,None,707.7554527232423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
3,fogó,limonádé,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,713.741933577694,None,714.7545722634532,None,714.7545722634532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
8,szalvéta,puska,,,,,,,,,2,0,2,0,0,3,3,7,,,,,,,,,,,,,720.7502915686928,None,721.7643167218193,None,721.7643167218193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,0,4,4,6,,,,,,,,,,,,,727.7425123611465,None,728.7537042442709,None,728.7537042442709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357990,2022_Jun_29_1246,palt,2021.1.2,59.86464499308047,
