itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,cue_resp.rt,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.9463288045954,None,4,46.9466796212364,172.9463288045954,None,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,223.96031574718654,None,224.95737734786235,None,224.95737734786235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.9347751850728,None,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
5,karton,hentes,,,,,,,,,0,0,0,0,0,1,1,4,,,,,,,,,,,,,230.93443836388178,None,231.948195471894,None,231.948195471894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,2,2,8,,,,,,,,,,,,,237.93781403987668,None,238.95135904080234,None,238.95135904080234,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,244.9362378534861,None,245.9530717593152,None,245.9530717593152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,,251.93783674342558,None,252.94115892611444,None,252.94115892611444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,5,5,2,,,,,,,,,,,,,258.93782616918907,None,259.95507527003065,None,259.95507527003065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,265.9470910842065,None,266.96358039346524,None,266.96358039346524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,7,7,1,,,,,,,,,,,,,272.9345061634667,None,273.95224105822854,None,273.95224105822854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
10,málna,dominó,,,,,,,,,0,0,0,0,0,8,8,9,,,,,,,,,,,,,279.9541584197432,None,280.95642690872774,None,280.95642690872774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,9,9,7,,,,,,,,,,,,,286.9375649227295,None,287.9548196217511,None,287.9548196217511,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,0,0,1,,,,,,,,,309.68797794077545,None,,,,,,,,,,,tisztás,310.6813310873695,None,4,310.6813310873695,None,310.6813310873695,None,310.6813310873695,None,kard,316.4611424054019,None,316.4611424054019,None,down,3.409042731160298,316.4611424054019,None,319.8908145783935,None,4,2.0943842611741275,319.8908145783935,None,5.741907894611359,,,,,,,305.6588433752768,None,293.93677993980236,None,u,5.485783533658832,293.93677993980236,None,299.47438759496436,None,4,6.146983724320307,299.47438759496436,None,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,1,1,8,,,,,,,,,322.01259549474344,None,,,,,,,,,,,szilva,323.0368173851166,None,None,323.0368173851166,None,323.0368173851166,None,323.0368173851166,None,,338.0383379010018,None,338.0383379010018,None,down,3.655593968462199,338.0383379010018,None,341.7363834672142,None,4,1.853640467626974,341.7363834672142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,2,2,3,,,,,,,,,343.6220014207065,None,,,,,,,,,,,ananász,344.6574397981167,None,4,344.6574397981167,None,344.6574397981167,None,344.6574397981167,None,menta ,346.7533983795438,None,346.7533983795438,None,down,2.172578090801835,346.7533983795438,None,348.95277972333133,None,4,4.083171816775575,348.95277972333133,None,2.0578430506866425,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,3,3,2,,,,,,,,,353.0661086982582,None,,,,,,,,,,,fogó,354.0782411028631,None,4,354.0782411028631,None,354.0782411028631,None,354.0782411028631,None, limonádé,355.5703237836715,None,355.5703237836715,None,down,2.3155970911029726,355.5703237836715,None,357.92601752327755,None,4,1.4108014788944274,357.92601752327755,None,1.4569599758833647,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,359.3622538219206,None,,,,,,,,,,,karton,360.3822497415822,None,4,360.3822497415822,None,360.3822497415822,None,360.3822497415822,None, hering,362.00376910041086,None,362.00376910041086,None,down,2.1701102459337562,362.00376910041086,None,364.2145078179892,None,4,2.8472884495276958,364.2145078179892,None,1.5887205025646836,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,367.08522633253597,None,,,,,,,,,,,menta,368.10572857246734,None,4,368.10572857246734,None,368.10572857246734,None,368.10572857246734,None, tinta,379.6999063245021,None,379.6999063245021,None,down,2.6337344916537404,379.6999063245021,None,382.35623800288886,None,4,1.4274581102654338,382.35623800288886,None,11.545006213942543,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,383.8126689547207,None,,,,,,,,,,,csavarhúzó,384.83581538079306,None,4,384.83581538079306,None,384.83581538079306,None,384.83581538079306,None, hering,388.1089027156122,None,388.1089027156122,None,down,2.224922838853672,388.1089027156122,None,390.3648631752003,None,4,2.174723420990631,390.3648631752003,None,3.244819236220792,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,392.56356279039755,None,,,,,,,,,,,szalvéta,393.59033867460676,None,4,393.59033867460676,None,393.59033867460676,None,393.59033867460676,None, ,402.11026057461277,None,402.11026057461277,None,down,1.9671548032201827,402.11026057461277,None,404.1203397072386,None,4,1.5512363172601908,404.1203397072386,None,8.47721527563408,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,8,8,0,,,,,,,,,405.68974042055197,None,,,,,,,,,,,kirakó,406.7042619851418,None,4,406.7042619851418,None,406.7042619851418,None,406.7042619851418,None, ,412.1883555040695,None,412.1883555040695,None,down,1.4890603094827384,412.1883555040695,None,413.7162034311332,None,4,1.301166340475902,413.7162034311332,None,5.437083172146231,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,415.06162179238163,None,,,,,,,,,,,dominó,416.08205716568045,None,4,416.08205716568045,None,416.08205716568045,None,416.08205716568045,None, menta,419.55769718810916,None,419.55769718810916,None,down,7.159603477688506,419.55769718810916,None,426.76608873158693,None,4,2.735210657818243,426.76608873158693,None,3.424244469264522,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23.38975932984613,429.5534133699257,None,429.5534133699257,None,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,0,0,8,,,,,,,,,,,,,457.00327708642,None,458.0021151623223,None,458.0021151623223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.97836942458525,None,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
10,málna,dominó,,,,,,,,,1,0,1,0,0,1,1,9,,,,,,,,,,,,,463.98591726692393,None,464.9964100397192,None,464.9964100397192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,2,2,5,,,,,,,,,,,,,470.98264235747047,None,472.0022548045963,None,472.0022548045963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
5,karton,hentes,,,,,,,,,1,0,1,0,0,3,3,4,,,,,,,,,,,,,477.9846766577102,None,478.99914877233095,None,478.99914877233095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,4,4,1,,,,,,,,,,,,,484.98328458797187,None,485.99917085375637,None,485.99917085375637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,5,5,2,,,,,,,,,,,,,491.9837532762904,None,493.04864686820656,None,493.04864686820656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,498.98363167233765,None,499.9986667104531,None,499.9986667104531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,505.98538917605765,None,507.00278724962845,None,507.00278724962845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,8,8,7,,,,,,,,,,,,,512.9889349732548,None,514.0075195406098,None,514.0075195406098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,9,9,0,,,,,,,,,,,,,519.9818203644827,None,520.9976148831192,None,520.9976148831192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,0,0,4,,,,,,,,,538.8404851593077,None,,,,,,,,,,,karton,539.838546960149,None,4,539.838546960149,None,539.838546960149,None,539.838546960149,None, hering,542.4185222412925,None,542.4185222412925,None,down,2.6337487979326397,542.4185222412925,None,545.0801569095347,None,4,3.9184311162680387,545.0801569095347,None,2.5328284022398293,,,,,,,534.8156117082108,None,526.9831290843431,None,u,5.909377997275442,526.9831290843431,None,532.9313525469042,None,4,1.849099446553737,532.9313525469042,None,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,1,1,5,,,,,,,,,549.0324486619793,None,,,,,,,,,,,menta,550.0563785161357,None,4,550.0563785161357,None,550.0563785161357,None,550.0563785161357,None,triatlon,552.2958817002364,None,552.2958817002364,None,down,2.8362933995667845,552.2958817002364,None,555.176854133606,None,4,1.2224145631771535,555.176854133606,None,2.210924700135365,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,2,2,7,,,,,,,,,556.4304080170114,None,,,,,,,,,,,szalvéta,557.4466503863223,None,4,557.4466503863223,None,557.4466503863223,None,557.4466503863223,None, ,564.6322236168198,None,564.6322236168198,None,down,6.835957511328161,564.6322236168198,None,571.5178776471876,None,4,1.914296270813793,571.5178776471876,None,7.159679363714531,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,3,3,0,,,,,,,,,573.4542853108142,None,,,,,,,,,,,kirakó,574.468825224787,None,4,574.468825224787,None,574.468825224787,None,574.468825224787,None, bagoly,577.3956532340962,None,577.3956532340962,None,down,1.8163211164064705,577.3956532340962,None,579.2597709242254,None,4,1.2513469737023115,579.2597709242254,None,2.8962488134857267,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,4,4,2,,,,,,,,,580.5403311483096,None,,,,,,,,,,,fogó,581.5579618555494,None,4,581.5579618555494,None,581.5579618555494,None,581.5579618555494,None,limonádé,582.8762208600529,None,582.8762208600529,None,down,2.383931359509006,582.8762208600529,None,585.2871933931019,None,4,1.0799703050870448,585.2871933931019,None,1.2861104649491608,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,5,5,8,,,,,,,,,586.3931968964171,None,,,,,,,,,,,szilva,587.4201068247203,None,4,587.4201068247203,None,587.4201068247203,None,587.4201068247203,None, kecske,588.7029890313279,None,588.7029890313279,None,down,1.981012055883184,588.7029890313279,None,590.7090132476296,None,4,0.985908247763291,590.7090132476296,None,1.244938662974164,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,6,6,3,,,,,,,,,591.7225806410424,None,,,,,,,,,,,ananász,592.7466775062494,None,4,592.7466775062494,None,592.7466775062494,None,592.7466775062494,None, mocsár,593.7854138079565,None,593.7854138079565,None,down,1.8107624787371606,593.7854138079565,None,595.6306188178714,None,4,0.9086001673713326,595.6306188178714,None,0.9981473279185593,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,7,7,9,,,,,,,,,596.5695341355167,None,,,,,,,,,,,dominó,597.5853550897446,None,4,597.5853550897446,None,597.5853550897446,None,597.5853550897446,None, menta,599.6304993908852,None,599.6304993908852,None,down,3.6453839014284313,599.6304993908852,None,603.3055170250591,None,4,2.429256666917354,603.3055170250591,None,2.012565016048029,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,8,8,1,,,,,,,,,605.7544498960488,None,,,,,,,,,,,tisztás,606.7612942392007,None,4,606.7612942392007,None,606.7612942392007,None,606.7612942392007,None,,618.4502080017701,None,618.4502080017701,None,down,1.2735507360193878,618.4502080017701,None,619.7516411868855,None,4,1.219144940841943,619.7516411868855,None,11.65959819080308,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,9,9,6,,,,,,,,,621.0073089883663,None,,,,,,,,,,,csavarhúzó,622.0353690227494,None,4,622.0353690227494,None,622.0353690227494,None,622.0353690227494,None,hering,623.4657729966566,None,623.4657729966566,None,down,2.193972922395915,623.4657729966566,None,625.6956153532956,None,4,1.5360118756070733,625.6956153532956,None,1.406283472198993,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10.563013862119988,627.3005999957677,None,627.3005999957677,None,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
6,menta,triatlon,,,,,,,,,2,0,2,0,0,0,0,5,,,,,,,,,,,,,641.9220950962044,None,642.9109887054656,None,642.9109887054656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.8918670280837,None,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
10,málna,dominó,,,,,,,,,2,0,2,0,0,1,1,9,,,,,,,,,,,,,648.9008268446196,None,649.9159013805911,None,649.9159013805911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,0,2,2,6,,,,,,,,,,,,,655.8929079703521,None,656.9221003833227,None,656.9221003833227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
2,kötény,tisztás,,,,,,,,,2,0,2,0,0,3,3,1,,,,,,,,,,,,,662.8995949437376,None,663.9153589834459,None,663.9153589834459,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
8,szalvéta,puska,,,,,,,,,2,0,2,0,0,4,4,7,,,,,,,,,,,,,669.8992416390684,None,670.9152771886438,None,670.9152771886438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
3,fogó,limonádé,,,,,,,,,2,0,2,0,0,5,5,2,,,,,,,,,,,,,676.9005198802333,None,677.9138966260944,None,677.9138966260944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,093503,2022_Apr_22_1418,palt,2021.1.2,51.931022511869465,
