itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.rt,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.20272125396878,None,4,47.10931231244467,196.20272125396878,None,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,0,0,7,,,,,,,,,,,,,247.3601308844518,None,248.37632598076016,None,248.37632598076016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.34353707637638,None,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,254.34864817466587,None,255.37128672539257,None,255.37128672539257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,261.3546683478635,None,262.35764748905785,None,262.35764748905785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
5,karton,hentes,,,,,,,,,0,0,0,0,0,3,3,4,,,,,,,,,,,,,268.33899543317966,None,269.35581316659227,None,269.35581316659227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
10,málna,dominó,,,,,,,,,0,0,0,0,0,4,4,9,,,,,,,,,,,,,275.3568811665755,None,276.35776691604406,None,276.35776691604406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,5,5,2,,,,,,,,,,,,,282.3537144875154,None,283.3665600325912,None,283.3665600325912,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,6,6,8,,,,,,,,,,,,,289.3537175976671,None,290.36664213845506,None,290.36664213845506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,7,7,5,,,,,,,,,,,,,296.35523624764755,None,297.3867055468727,None,297.3867055468727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,8,8,3,,,,,,,,,,,,,303.35545550799,None,304.37217185273767,None,304.37217185273767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,9,9,6,,,,,,,,,,,,,310.34670282225125,None,311.364351878874,None,311.364351878874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,0,0,2,,,,,,,,,336.34198608179577,None,,,,,,,,,,,limonádé,337.3621580316685,None,4,2.353310799691826,337.3621580316685,None,337.3621580316685,None,337.3621580316685,None,fogó,339.7528979682829,None,339.7528979682829,None,down,2.5542944543994963,339.7528979682829,None,342.34144990472123,None,4,3.036673077614978,342.34144990472123,None,,,,,,,332.3261570413597,None,317.3534631934017,None,u,8.714081115787849,317.3534631934017,None,326.13747249147855,None,4,6.159810297656804,326.13747249147855,None,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,1,1,7,,,,,,,,,345.40206030057743,None,,,,,,,,,,,puska,346.4220845219679,None,4,0.9579082378186285,346.4220845219679,None,346.4220845219679,None,346.4220845219679,None, szalvéta,347.4218907642644,None,347.4218907642644,None,down,2.2612805548124015,347.4218907642644,None,349.71503342082724,None,4,1.2560668243095279,349.71503342082724,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,2,2,5,,,,,,,,,350.9902847460471,None,,,,,,,,,,,menta,352.00635139620863,None,4,0.7467325546313077,352.00635139620863,None,352.00635139620863,None,352.00635139620863,None, triatlon,352.775276516797,None,352.775276516797,None,down,3.4838161000516266,352.775276516797,None,356.2873193512205,None,4,1.3097884028684348,356.2873193512205,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,3,3,4,,,,,,,,,357.6244798398111,None,,,,,,,,,,,karton,358.6389581745025,None,4,3.092258213320747,358.6389581745025,None,358.6389581745025,None,358.6389581745025,None, hentes,361.7789572912734,None,361.7789572912734,None,down,1.8079534582793713,361.7789572912734,None,363.62492582481354,None,4,1.31408746028319,363.62492582481354,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,4,4,8,,,,,,,,,364.97171728429385,None,,,,,,,,,,,szilva,365.99037058418617,None,4,1.5896028308197856,365.99037058418617,None,365.99037058418617,None,365.99037058418617,None, kecske,367.62752180476673,None,367.62752180476673,None,down,2.0874152039177716,367.62752180476673,None,369.74167681578547,None,4,2.444276776863262,369.74167681578547,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,5,5,1,,,,,,,,,372.2089771707542,None,,,,,,,,,,,tisztás,373.22983738034964,None,4,1.1450635639484972,373.22983738034964,None,373.22983738034964,None,373.22983738034964,None, kötény,374.40553643205203,None,374.40553643205203,None,down,4.173749034292996,374.40553643205203,None,378.6131062936038,None,4,0.9138928938191384,378.6131062936038,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,379.5517752934247,None,,,,,,,,,,,csavarhúzó,380.567819861928,None,4,1.0748987048864365,380.567819861928,None,380.567819861928,None,380.567819861928,None, hering,381.68418489280157,None,381.68418489280157,None,down,4.927072460995987,381.68418489280157,None,386.64745458983816,None,4,1.432570452336222,386.64745458983816,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,7,7,0,,,,,,,,,388.1072335380595,None,,,,,,,,,,,bagoly,389.1232868148945,None,4,0.7785228136926889,389.1232868148945,None,389.1232868148945,None,389.1232868148945,None, kirakó,389.93241214961745,None,389.93241214961745,None,down,2.742471751291305,389.93241214961745,None,392.70666793966666,None,4,5.532213229453191,392.70666793966666,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,8,8,3,,,,,,,,,398.25933737982996,None,,,,,,,,,,,ananász,399.26709608524106,None,4,0.8586172107607126,399.26709608524106,None,399.26709608524106,None,399.26709608524106,None, mocsár,400.1580347556155,None,400.1580347556155,None,down,2.2286368913482875,400.1580347556155,None,402.4301542348694,None,4,4.306765098357573,402.4301542348694,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,406.7760216908064,None,,,,,,,,,,,dominó,407.79766843863763,None,4,1.6949407779611647,407.79766843863763,None,407.79766843863763,None,407.79766843863763,None, málna,409.54068134282716,None,409.54068134282716,None,down,6.222163269063458,409.54068134282716,None,415.79848638852127,None,4,1.2623697032686323,415.79848638852127,None,,,,,,,,,,,,,,,,,,,,,433288,2022_Apr_23_1213,palt,2021.1.2,51.81695410950399,
