itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.rt,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
5,karton,hentes,,,,,,,,,0,0,0,0,0,0,0,4,,,,,,,,,,,,,183.76116844365606,None,184.71773838903755,None,184.71773838903755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.71649560204241,None,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,190.72134359081974,None,191.72756965487497,None,191.72756965487497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,197.7200836983975,None,198.73637894925196,None,198.73637894925196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,3,3,8,,,,,,,,,,,,,204.7202124556061,None,205.73408153507626,None,205.73408153507626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
10,málna,dominó,,,,,,,,,0,0,0,0,0,4,4,9,,,,,,,,,,,,,211.72704560682178,None,212.7203119781334,None,212.7203119781334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,5,5,6,,,,,,,,,,,,,218.7192514417111,None,219.7381818611757,None,219.7381818611757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,6,6,3,,,,,,,,,,,,,225.7214956735843,None,226.7232273647096,None,226.7232273647096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,232.71853176975856,None,233.72480168595212,None,233.72480168595212,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,8,8,5,,,,,,,,,,,,,239.71418605855433,None,240.72195969714085,None,240.72195969714085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,246.71988900756696,None,247.7386303343228,None,247.7386303343228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,0,0,5,,,,,,,,,276.38050771394046,None,,,,,,,,,,,triatlon,277.36708368657855,None,4,2.968210343271494,277.36708368657855,None,277.36708368657855,None,277.36708368657855,None,"menta
",280.38246395264287,None,280.38246395264287,None,down,8.527828040125314,280.38246395264287,None,,,,,,,272.35148167202715,None,253.71874325501267,None,u,8.10391328606056,253.71874325501267,None,261.8727574009099,None,4,10.454674664128106,261.8727574009099,None,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,1,1,4,,,,,,,,,288.93566804775037,None,,,,,,,,,,,hentes,289.9680728778476,None,None,,289.9680728778476,None,289.9680728778476,None,289.9680728778476,None, ,304.9534321881947,None,304.9534321881947,None,down,5.284612207557075,304.9534321881947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,2,2,1,,,,,,,,,310.2799797471962,None,,,,,,,,,,,tisztás,311.29949548322475,None,4,4.044938753242604,311.29949548322475,None,311.29949548322475,None,311.29949548322475,None,kötény,315.3775587385171,None,315.3775587385171,None,down,5.292542594077531,315.3775587385171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,3,3,2,,,,,,,,,320.70141639147187,None,,,,,,,,,,,limonádé,321.7317041918286,None,4,3.0276837325072847,321.7317041918286,None,321.7317041918286,None,321.7317041918286,None,fogó,324.79284209455363,None,324.79284209455363,None,down,6.725118913804181,324.79284209455363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,4,4,6,,,,,,,,,331.561220319767,None,,,,,,,,,,,hering,332.5882161031477,None,4,10.994602149585262,332.5882161031477,None,332.5882161031477,None,332.5882161031477,None, ,343.61819382873364,None,343.61819382873364,None,down,5.11555150692584,343.61819382873364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,5,5,0,,,,,,,,,348.7566936642397,None,,,,,,,,,,,bagoly,349.78807030268945,None,4,7.38863154721912,349.78807030268945,None,349.78807030268945,None,349.78807030268945,None,kirakó,357.2119726163801,None,357.2119726163801,None,down,4.977853760414291,357.2119726163801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,6,6,9,,,,,,,,,362.2218396481476,None,,,,,,,,,,,málna,363.24257235752884,None,4,6.355212520924397,363.24257235752884,None,363.24257235752884,None,363.24257235752884,None,,369.6275498747709,None,369.6275498747709,None,down,1.4421802389551885,369.6275498747709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,7,7,3,,,,,,,,,371.1012031646096,None,,,,,,,,,,,mocsár,372.11861648829654,None,4,2.6939531386015005,372.11861648829654,None,372.11861648829654,None,372.11861648829654,None,ananász,374.859591821034,None,374.859591821034,None,down,2.801933783979621,374.859591821034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,8,8,8,,,,,,,,,377.6994738370995,None,,,,,,,,,,,szilva,378.72092186432565,None,4,9.694664102280512,378.72092186432565,None,378.72092186432565,None,378.72092186432565,None,,388.4482050809893,None,388.4482050809893,None,down,1.8534758536261506,388.4482050809893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,9,9,7,,,,,,,,,390.3236561199883,None,,,,,,,,,,,puska,391.33996256714454,None,4,1.9415868361247703,391.33996256714454,None,391.33996256714454,None,391.33996256714454,None,szalvéta,393.31421516888076,None,393.31421516888076,None,down,3.1153807636583224,393.31421516888076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22.351380905485712,396.52192013693275,None,396.52192013693275,None,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,422.9149835446151,None,423.91762151231524,None,423.91762151231524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.89478545752354,None,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,1,1,6,,,,,,,,,,,,,429.90342805179534,None,430.9147459346568,None,430.9147459346568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,2,2,5,,,,,,,,,,,,,436.9037263081991,None,437.91780251881573,None,437.91780251881573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,443.9037235091673,None,444.91917997208657,None,444.91917997208657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,4,4,7,,,,,,,,,,,,,450.9015452109161,None,451.91662162239663,None,451.91662162239663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
5,karton,hentes,,,,,,,,,1,0,1,0,0,5,5,4,,,,,,,,,,,,,457.9078406296903,None,458.916492243181,None,458.916492243181,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,6,6,1,,,,,,,,,,,,,464.90290773584275,None,465.9203260356444,None,465.9203260356444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,471.8998850515345,None,472.91649379819864,None,472.91649379819864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
10,málna,dominó,,,,,,,,,1,0,1,0,0,8,8,9,,,,,,,,,,,,,478.9080107509508,None,479.9151266081608,None,479.9151266081608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,9,9,8,,,,,,,,,,,,,485.9031982171,None,486.9184646542999,None,486.9184646542999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,0,0,6,,,,,,,,,503.4814941061195,None,,,,,,,,,,,hering,504.48445645486936,None,4,2.2781961177824996,504.48445645486936,None,504.48445645486936,None,504.48445645486936,None,csavarhúzó,506.80549762176815,None,506.80549762176815,None,down,4.903024985746015,506.80549762176815,None,,,,,,,499.46506449993467,None,492.902239069168,None,u,3.878571068693418,492.902239069168,None,496.8262461925042,None,4,2.6084679944906384,496.8262461925042,None,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,1,1,3,,,,,,,,,511.748156190617,None,,,,,,,,,,,mocsár,512.7660120783257,None,4,1.5147140874760225,512.7660120783257,None,512.7660120783257,None,512.7660120783257,None,ananász,514.3106587952934,None,514.3106587952934,None,down,2.5819325025659055,514.3106587952934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,2,2,4,,,,,,,,,516.9201481392374,None,,,,,,,,,,,hentes,517.9382997953217,None,4,1.1753144443500787,517.9382997953217,None,517.9382997953217,None,517.9382997953217,None,karton,519.1561880900408,None,519.1561880900408,None,down,4.392249811382499,519.1561880900408,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,3,3,5,,,,,,,,,523.5941087668762,None,,,,,,,,,,,triatlon,524.6089043383836,None,4,1.5756560552981682,524.6089043383836,None,524.6089043383836,None,524.6089043383836,None,menta,526.2214465343859,None,526.2214465343859,None,down,2.367081198550295,526.2214465343859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,4,4,1,,,,,,,,,528.6326615980943,None,,,,,,,,,,,tisztás,529.6504842079594,None,4,1.4839168564649299,529.6504842079594,None,529.6504842079594,None,529.6504842079594,None,kötény,531.1887406487949,None,531.1887406487949,None,down,2.4877229692065157,531.1887406487949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,5,5,0,,,,,,,,,533.6979539422318,None,,,,,,,,,,,bagoly,534.7060802636552,None,4,7.3196540723438375,534.7060802636552,None,534.7060802636552,None,534.7060802636552,None,kirakó,542.0673073633807,None,542.0673073633807,None,down,3.3692812672816217,542.0673073633807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,6,6,2,,,,,,,,,545.4604385707062,None,,,,,,,,,,,limonádé,546.4894711438101,None,4,2.7328387480811216,546.4894711438101,None,546.4894711438101,None,546.4894711438101,None,fogó,549.2513057660544,None,549.2513057660544,None,down,2.425044956151396,549.2513057660544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,7,7,9,,,,,,,,,551.7054274583934,None,,,,,,,,,,,málna,552.7366299325367,None,4,2.6215502243721858,552.7366299325367,None,552.7366299325367,None,552.7366299325367,None,dominó,555.3992176289321,None,555.3992176289321,None,down,2.453001442423556,555.3992176289321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,8,8,7,,,,,,,,,557.8935143688577,None,,,,,,,,,,,puska,558.9136200866196,None,4,1.3639832503977232,558.9136200866196,None,558.9136200866196,None,558.9136200866196,None,szalvéta,560.3122623512172,None,560.3122623512172,None,down,1.9244615056668408,560.3122623512172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,9,9,8,,,,,,,,,562.2745570161496,None,,,,,,,,,,,szilva,563.2851878828951,None,4,1.4673706223256886,563.2851878828951,None,563.2851878828951,None,563.2851878828951,None,kecske,564.7895379482652,None,564.7895379482652,None,down,1.959027839533519,564.7895379482652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.2151856374111958,566.7880087231752,None,566.7880087231752,None,548792,2022_Apr_01_1430,palt,2021.1.2,59.98067398891009,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0541116156965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0413176900474,None,,,,,,,,,,,,,,,,,,,,,,,,
