itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,cue_resp.rt,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,end_text.started,end_text.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.27285127993673,None,4,17.632502279651817,204.27285127993673,None,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,,225.98412835161434,None,226.9777219070238,None,226.9777219070238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.94955706305336,None,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,232.95857783709653,None,233.9737239049282,None,233.9737239049282,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,239.95994751440594,None,240.97187278798083,None,240.97187278798083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,246.9577732605976,None,247.97173438960453,None,247.97173438960453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,4,4,2,,,,,,,,,,,,,253.9572230882477,None,254.97318772791186,None,254.97318772791186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,,,,260.95889972994337,None,261.9751393002807,None,261.9751393002807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
10,málna,dominó,,,,,,,,,0,0,0,0,0,6,6,9,,,,,,,,,,,,,267.95717612607405,None,268.96948767104186,None,268.96948767104186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,7,7,8,,,,,,,,,,,,,274.9593360735453,None,275.9795979045448,None,275.9795979045448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
5,karton,hentes,,,,,,,,,0,0,0,0,0,8,8,4,,,,,,,,,,,,,281.95890346204396,None,282.96836368978256,None,282.96836368978256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,9,9,1,,,,,,,,,,,,,288.957578880887,None,289.964760667237,None,289.964760667237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,0,0,5,,,,,,,,,311.64063108409755,None,,,,,,,,,,,menta,312.6359205637127,None,4,312.6359205637127,None,312.6359205637127,None,312.6359205637127,None, ,323.45887889241567,None,323.45887889241567,None,down,2.905614494928159,323.45887889241567,None,326.4165072234464,None,4,7.067038299981505,326.4165072234464,None,10.776673562766518,,,,,,,307.6258028660086,None,295.95858654531185,None,u,6.822246121417265,295.95858654531185,None,302.81081192876445,None,4,4.784011163923424,302.81081192876445,None,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,1,1,9,,,,,,,,,333.5161916752113,None,,,,,,,,,,,málna,334.5354704113561,None,4,334.5354704113561,None,334.5354704113561,None,334.5354704113561,None, dominó,342.20999509852845,None,342.20999509852845,None,down,3.1463918769732118,342.20999509852845,None,345.41664997593034,None,4,6.332747913489584,345.41664997593034,None,7.639323919371236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,351.78130633127876,None,,,,,,,,,,,limonádé,352.80746953061316,None,4,352.80746953061316,None,352.80746953061316,None,352.80746953061316,None, ,361.8737200484029,None,361.8737200484029,None,down,1.9145665363175794,361.8737200484029,None,363.82621924293926,None,4,2.3091548804659396,363.82621924293926,None,9.034816984494682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,3,3,4,,,,,,,,,366.163304156682,None,,,,,,,,,,,karton,367.1880892815534,None,4,367.1880892815534,None,367.1880892815534,None,367.1880892815534,None, ,375.68994195357664,None,375.68994195357664,None,down,1.7945614731288515,375.68994195357664,None,377.5097416896024,None,4,12.536393481772393,377.5097416896024,None,8.45799780805828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,4,4,3,,,,,,,,,390.0778010273352,None,,,,,,,,,,,ananász,391.10596835933393,None,4,391.10596835933393,None,391.10596835933393,None,391.10596835933393,None, ,404.64113678236026,None,404.64113678236026,None,down,1.818820062209852,404.64113678236026,None,406.49744538398227,None,4,2.0293323663063347,406.49744538398227,None,13.497286459140014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,5,5,6,,,,,,,,,408.5599579020054,None,,,,,,,,,,,hering,409.5886256452068,None,4,409.5886256452068,None,409.5886256452068,None,409.5886256452068,None, ,416.2091905219713,None,416.2091905219713,None,down,1.706535450532101,416.2091905219713,None,417.95128315495094,None,4,1.1494447271106765,417.95128315495094,None,6.593124991457444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,6,6,8,,,,,,,,,419.14225205546245,None,,,,,,,,,,,szilva,420.16352870414266,None,4,420.16352870414266,None,420.16352870414266,None,420.16352870414266,None, ,422.5018125520437,None,422.5018125520437,None,down,2.438340264663566,422.5018125520437,None,424.97463982214686,None,4,2.0010928805568255,424.97463982214686,None,2.304260865668766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,7,7,0,,,,,,,,,427.0042038891115,None,,,,,,,,,,,bagoly,428.0200749154901,None,4,428.0200749154901,None,428.0200749154901,None,428.0200749154901,None, ,432.0727701691794,None,432.0727701691794,None,down,1.9069471622933634,432.0727701691794,None,434.00391465210123,None,4,2.9027127944864333,434.00391465210123,None,4.020626331854146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,8,8,7,,,,,,,,,436.93075696751475,None,,,,,,,,,,,puska,437.9577259874204,None,4,437.9577259874204,None,437.9577259874204,None,437.9577259874204,None, ,444.8761365771061,None,444.8761365771061,None,down,3.9193544976296835,444.8761365771061,None,448.8374886015663,None,4,2.9330512702581473,448.8374886015663,None,6.875746573670767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,9,9,1,,,,,,,,,451.79965670988895,None,,,,,,,,,,,tisztás,452.81323778769,None,4,452.81323778769,None,452.81323778769,None,452.81323778769,None, ,455.9502509208978,None,455.9502509208978,None,down,1.885174456576351,455.9502509208978,None,457.8778079316835,None,4,1.427018967748154,457.8778079316835,None,3.0963625800795853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50.310564988758415,459.3724775732844,None,459.3724775732844,None,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
10,málna,dominó,,,,,,,,,1,0,1,0,0,0,0,9,,,,,,,,,,,,,513.7544063550304,None,514.7564104876947,None,514.7564104876947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7256446875981,None,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,1,1,8,,,,,,,,,,,,,520.7240286923479,None,521.7442861692398,None,521.7442861692398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,527.7230813633068,None,528.7369286635658,None,528.7369286635658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,3,3,7,,,,,,,,,,,,,534.724036778498,None,535.7448310544714,None,535.7448310544714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,4,4,6,,,,,,,,,,,,,541.7366904318333,None,542.7547195396037,None,542.7547195396037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,548.7235111757764,None,549.7357375046704,None,549.7357375046704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,6,6,3,,,,,,,,,,,,,555.7241795309819,None,556.7363831563271,None,556.7363831563271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,7,7,1,,,,,,,,,,,,,562.7371186892269,None,563.7519780080765,None,563.7519780080765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,8,8,0,,,,,,,,,,,,,569.7232353120344,None,570.7380719273351,None,570.7380719273351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
5,karton,hentes,,,,,,,,,1,0,1,0,0,9,9,4,,,,,,,,,,,,,576.7236150522949,None,577.7426689299755,None,577.7426689299755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,0,0,4,,,,,,,,,593.4273296642932,None,,,,,,,,,,,karton,594.4307404840947,None,4,594.4307404840947,None,594.4307404840947,None,594.4307404840947,None, hentes,598.5349491627421,None,598.5349491627421,None,down,3.283646041061729,598.5349491627421,None,601.8524508639239,None,4,2.2808034320478328,601.8524508639239,None,4.060661090130452,,,,,,,589.4015760619077,None,583.739486389677,None,u,4.286953606351744,583.739486389677,None,588.0532295646262,None,4,1.3222806432750076,588.0532295646262,None,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,1,1,2,,,,,,,,,604.1692294725799,None,,,,,,,,,,,limonádé,605.1882323450409,None,4,605.1882323450409,None,605.1882323450409,None,605.1882323450409,None, ,611.9753912164015,None,611.9753912164015,None,down,2.4509223861969076,611.9753912164015,None,614.458516568644,None,4,1.4607241002377123,614.458516568644,None,6.758976299955975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,2,2,3,,,,,,,,,615.9447106323787,None,,,,,,,,,,,ananász,616.958126876154,None,4,616.958126876154,None,616.958126876154,None,616.958126876154,None, ,625.5255051073618,None,625.5255051073618,None,down,1.7806046981713735,625.5255051073618,None,627.3308952414664,None,4,1.0083387345075607,627.3308952414664,None,8.536007521382999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,3,3,0,,,,,,,,,628.3623328179237,None,,,,,,,,,,,bagoly,629.3853514199145,None,4,629.3853514199145,None,629.3853514199145,None,629.3853514199145,None, kirakó,633.7562898167525,None,633.7562898167525,None,down,2.8296546323690563,633.7562898167525,None,636.6326465872116,None,4,2.799336683063302,636.6326465872116,None,4.335741050133947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,4,4,5,,,,,,,,,639.4789964159718,None,,,,,,,,,,,menta,640.5004245253513,None,4,640.5004245253513,None,640.5004245253513,None,640.5004245253513,None, triatlon,644.6751236877171,None,644.6751236877171,None,down,3.7027722591301426,644.6751236877171,None,648.4238864996587,None,4,1.9419600815162994,648.4238864996587,None,4.1355657040840015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,5,5,8,,,,,,,,,650.3915311399614,None,,,,,,,,,,,szilva,651.3982535682153,None,4,651.3982535682153,None,651.3982535682153,None,651.3982535682153,None, kecske,656.0814404377015,None,656.0814404377015,None,down,2.600665991543792,656.0814404377015,None,658.7110898451065,None,4,1.687708608340472,658.7110898451065,None,4.643599962175358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,6,6,9,,,,,,,,,660.4411038777907,None,,,,,,,,,,,málna,661.4669094184646,None,4,661.4669094184646,None,661.4669094184646,None,661.4669094184646,None, ,667.3457470961148,None,667.3457470961148,None,down,1.9440481862984598,667.3457470961148,None,669.3288907977985,None,4,1.053920934384223,669.3288907977985,None,5.833750912803225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,7,7,1,,,,,,,,,670.4110577491228,None,,,,,,,,,,,tisztás,671.4243265753612,None,4,671.4243265753612,None,671.4243265753612,None,671.4243265753612,None, ,677.2463419291889,None,677.2463419291889,None,down,1.4837619846803136,677.2463419291889,None,678.7579285155516,None,4,0.8890029595349915,678.7579285155516,None,5.7672459907480516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,8,8,7,,,,,,,,,679.6705126897432,None,,,,,,,,,,,puska,680.6936774652568,None,4,680.6936774652568,None,680.6936774652568,None,680.6936774652568,None, ,689.9107346123201,None,689.9107346123201,None,down,1.8748801065958105,689.9107346123201,None,691.8173421543324,None,4,1.2515460185240954,691.8173421543324,None,9.170906114275567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,9,9,6,,,,,,,,,693.1048505982035,None,,,,,,,,,,,hering,694.1230628894991,None,4,694.1230628894991,None,694.1230628894991,None,694.1230628894991,None, ,704.7081741493312,None,704.7081741493312,None,down,1.781401499581989,704.7081741493312,None,706.5349597369786,None,4,1.4097885272931308,706.5349597369786,None,10.550600928836502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.82564263488166,708.006702523795,None,708.006702523795,None,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
3,fogó,limonádé,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,,,,,716.9063770854846,None,717.8887379811495,None,717.8887379811495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.8776819736231,None,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
2,kötény,tisztás,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,723.8880388361285,None,724.9036181374686,None,724.9036181374686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
4,mocsár,ananász,,,,,,,,,2,0,2,0,0,2,2,3,,,,,,,,,,,,,730.8882036701543,None,731.903179616842,None,731.903179616842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
6,menta,triatlon,,,,,,,,,2,0,2,0,0,3,3,5,,,,,,,,,,,,,737.8863572183182,None,738.8886138891103,None,738.8886138891103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
5,karton,hentes,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,744.8716207474354,None,745.8829184077913,None,745.8829184077913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
8,szalvéta,puska,,,,,,,,,2,0,2,0,0,5,5,7,,,,,,,,,,,,,751.8714568464784,None,752.8877321826876,None,752.8877321826876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704497,2022_Apr_12_1421,palt,2021.1.2,50.96354013137246,
