itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.rt,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,end_text.started,end_text.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.8313358454034,None,4,57.8252040509833,668.8313358454034,None,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,730.7066582031548,None,731.7103202987928,None,731.7103202987928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.691817929619,None,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,737.6953534458298,None,738.7057814771542,None,738.7057814771542,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,744.6939433446387,None,745.703505224199,None,745.703505224199,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,3,3,7,,,,,,,,,,,,,751.6989318809938,None,752.718209899147,None,752.718209899147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
5,karton,hentes,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,758.6945554044796,None,759.7060931052547,None,759.7060931052547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
10,málna,dominó,,,,,,,,,0,0,0,0,0,5,5,9,,,,,,,,,,,,,765.7056539647747,None,766.704840373015,None,766.704840373015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,6,6,8,,,,,,,,,,,,,772.6947161945282,None,773.7138741645031,None,773.7138741645031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,7,7,5,,,,,,,,,,,,,779.6942754990887,None,780.709791588597,None,780.709791588597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,8,8,6,,,,,,,,,,,,,786.695357488934,None,787.713336746092,None,787.713336746092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,9,9,0,,,,,,,,,,,,,793.7135168185923,None,794.7071041857125,None,794.7071041857125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,0,0,4,,,,,,,,,818.6435964485863,None,,,,,,,,,,,hentes,819.6421319212532,None,4,9.720059451879933,819.6421319212532,None,819.6421319212532,None,819.6421319212532,None, kivágó,829.3936686018715,None,829.3936686018715,None,down,2.9424324774881825,829.3936686018715,None,832.3680504153017,None,4,4.530087653896771,832.3680504153017,None,,,,,,,814.6267097555101,None,800.6931350399973,None,u,3.4193909756140783,800.6931350399973,None,804.1634053540183,None,4,10.434012922924012,804.1634053540183,None,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,1,1,6,,,,,,,,,836.9285923992284,None,,,,,,,,,,,hering,837.9545757069718,None,None,,837.9545757069718,None,837.9545757069718,None,837.9545757069718,None, csóka,852.9437315495452,None,852.9437315495452,None,down,5.4400312000652775,852.9437315495452,None,858.4050775462529,None,4,4.135609503369778,858.4050775462529,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,2,2,5,,,,,,,,,862.560627199593,None,,,,,,,,,,,menta,863.5900713821175,None,4,9.232506534201093,863.5900713821175,None,863.5900713821175,None,863.5900713821175,None, tiszavirág,872.8508166394895,None,872.8508166394895,None,down,3.2926081337500364,872.8508166394895,None,876.1858279539738,None,4,0.9918861642945558,876.1858279539738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,3,3,9,,,,,,,,,877.214526655036,None,,,,,,,,,,,dominó,878.2359789162874,None,4,11.492533678887412,878.2359789162874,None,878.2359789162874,None,878.2359789162874,None, multi,889.754451739951,None,889.754451739951,None,down,2.1970832613296807,889.754451739951,None,891.9739936778788,None,4,0.7565858631860465,891.9739936778788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,4,4,0,,,,,,,,,892.7606902093394,None,,,,,,,,,,,kirakó,893.7782234839397,None,4,12.374764723936096,893.7782234839397,None,893.7782234839397,None,893.7782234839397,None, ,906.1929353742162,None,906.1929353742162,None,down,1.0222717620199546,906.1929353742162,None,907.2447007686133,None,4,0.8303424923215061,907.2447007686133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,5,5,7,,,,,,,,,908.1201699211961,None,,,,,,,,,,,puska,909.1366802969715,None,4,8.925217984127812,909.1366802969715,None,909.1366802969715,None,909.1366802969715,None,szines,918.09152129211,None,918.09152129211,None,down,1.7313287544529885,918.09152129211,None,919.8651350450236,None,4,1.4817321293521672,919.8651350450236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,6,6,8,,,,,,,,,921.3890495407395,None,,,,,,,,,,,szilva,922.4049245312344,None,4,7.222045847331174,922.4049245312344,None,922.4049245312344,None,922.4049245312344,None,kerek,929.6529132553842,None,929.6529132553842,None,down,1.9137788723455742,929.6529132553842,None,931.6060592677677,None,4,1.1877449949970469,931.6060592677677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,7,7,2,,,,,,,,,932.81300795055,None,,,,,,,,,,,limonádé,933.8405220297864,None,4,11.584421025007032,933.8405220297864,None,933.8405220297864,None,933.8405220297864,None, ,945.4646345741348,None,945.4646345741348,None,down,0.8862741230987012,945.4646345741348,None,946.3891114309663,None,4,0.9267204541247338,946.3891114309663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,8,8,1,,,,,,,,,947.3515969535802,None,,,,,,,,,,,kötény,948.3636985082412,None,4,6.185818934813142,948.3636985082412,None,948.3636985082412,None,948.3636985082412,None,,954.5842826273292,None,954.5842826273292,None,down,1.6543958210386336,954.5842826273292,None,956.2643734534504,None,4,0.5621296695899218,956.2643734534504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,9,9,3,,,,,,,,,956.8691747019766,None,,,,,,,,,,,mocsár,957.8901321525918,None,4,4.891273233690299,957.8901321525918,None,957.8901321525918,None,957.8901321525918,None, ,962.824006055831,None,962.824006055831,None,down,2.5502937140408903,962.824006055831,None,965.4146870097611,None,4,0.4127174087334424,965.4146870097611,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24.62484092032537,965.8852692627115,None,965.8852692627115,None,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,0,0,5,,,,,,,,,,,,,994.5816076647025,None,995.5682378275087,None,995.5682378275087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.5429219387006,None,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,1,1,6,,,,,,,,,,,,,1001.5559838799527,None,1002.5750267775729,None,1002.5750267775729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,1008.5537045168458,None,1009.5623187612509,None,1009.5623187612509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,1015.5575718765613,None,1016.5703349410323,None,1016.5703349410323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,4,4,0,,,,,,,,,,,,,1022.5547386119142,None,1023.5673191157402,None,1023.5673191157402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,5,5,8,,,,,,,,,,,,,1029.555661055725,None,1030.5726407394977,None,1030.5726407394977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,6,6,7,,,,,,,,,,,,,1036.5557400512043,None,1037.5748121833894,None,1037.5748121833894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
5,karton,hentes,,,,,,,,,1,0,1,0,0,7,7,4,,,,,,,,,,,,,1043.555536342319,None,1044.5713233180577,None,1044.5713233180577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
10,málna,dominó,,,,,,,,,1,0,1,0,0,8,8,9,,,,,,,,,,,,,1050.5559534013737,None,1051.567548949155,None,1051.567548949155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,9,9,1,,,,,,,,,,,,,1057.5560212006094,None,1058.5720013112295,None,1058.5720013112295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,0,0,9,,,,,,,,,1075.9891741919564,None,,,,,,,,,,,dominó,1076.9724989830283,None,4,3.0631926881615072,1076.9724989830283,None,1076.9724989830283,None,1076.9724989830283,None, menta,1080.0594142761547,None,1080.0594142761547,None,down,1.7132415781961754,1080.0594142761547,None,1081.7999749329174,None,4,1.9650734036695212,1081.7999749329174,None,,,,,,,1071.9615266910987,None,1064.55262688105,None,u,4.564564535627142,1064.55262688105,None,1069.1392529386794,None,4,2.786691866465844,1069.1392529386794,None,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,1083.804304136429,None,,,,,,,,,,,kötény,1084.8110526558012,None,4,3.037651319988072,1084.8110526558012,None,1084.8110526558012,None,1084.8110526558012,None,tisztás,1087.8949169800617,None,1087.8949169800617,None,down,1.8137814225628972,1087.8949169800617,None,1089.7488912636181,None,4,2.386808742536232,1089.7488912636181,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,2,2,8,,,,,,,,,1092.1628215957899,None,,,,,,,,,,,szilva,1093.1846769207623,None,4,2.8119240946834907,1093.1846769207623,None,1093.1846769207623,None,1093.1846769207623,None, kötény,1096.0208765891148,None,1096.0208765891148,None,down,2.823748231981881,1096.0208765891148,None,1098.8889111430617,None,4,1.032921229605563,1098.8889111430617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,3,3,3,,,,,,,,,1099.9589332120959,None,,,,,,,,,,,mocsár,1100.9841047941009,None,4,6.512236220296472,1100.9841047941009,None,1100.9841047941009,None,1100.9841047941009,None, ananász,1107.5355047564954,None,1107.5355047564954,None,down,3.340898658032529,1107.5355047564954,None,1110.9322964807507,None,4,0.7910136058926582,1110.9322964807507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,4,4,5,,,,,,,,,1111.7577400064329,None,,,,,,,,,,,menta,1112.7885090744821,None,4,3.136880273814313,1112.7885090744821,None,1112.7885090744821,None,1112.7885090744821,None, tisztás,1115.976064355811,None,1115.976064355811,None,down,2.5323452465236187,1115.976064355811,None,1118.5532398739597,None,4,2.4943480879301205,1118.5532398739597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,5,5,0,,,,,,,,,1121.0763824527385,None,,,,,,,,,,,kirakó,1122.0989838811802,None,4,3.217197574675083,1122.0989838811802,None,1122.0989838811802,None,1122.0989838811802,None,bagoly,1125.345738533535,None,1125.345738533535,None,down,1.658485861029476,1125.345738533535,None,1127.0427148087183,None,4,3.1477026608772576,1127.0427148087183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,6,6,4,,,,,,,,,1130.2198977287626,None,,,,,,,,,,,hentes,1131.23953091586,None,4,4.097741412231699,1131.23953091586,None,1131.23953091586,None,1131.23953091586,None, karika,1135.361425676383,None,1135.361425676383,None,down,2.010563007905148,1135.361425676383,None,1137.420793612604,None,4,0.8565372839802876,1137.420793612604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,7,7,6,,,,,,,,,1138.3076524271164,None,,,,,,,,,,,hering,1139.3242763200542,None,4,2.3677375433035195,1139.3242763200542,None,1139.3242763200542,None,1139.3242763200542,None, csavar,1141.738930363208,None,1141.738930363208,None,down,4.833412432577461,1141.738930363208,None,1146.6038775605848,None,4,3.0301790897501633,1146.6038775605848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,8,8,2,,,,,,,,,1149.6656318459427,None,,,,,,,,,,,limonádé,1150.6854796272237,None,4,11.245279239839874,1150.6854796272237,None,1150.6854796272237,None,1150.6854796272237,None, fekete,1161.9624883217039,None,1161.9624883217039,None,down,1.4253619798691943,1161.9624883217039,None,1163.4086236367002,None,4,0.7420995144639164,1163.4086236367002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,9,9,7,,,,,,,,,1164.1760091834003,None,,,,,,,,,,,puska,1165.1927465935005,None,4,3.456777007551864,1165.1927465935005,None,1165.1927465935005,None,1165.1927465935005,None, szeder,1168.6758938001003,None,1168.6758938001003,None,down,1.687769875396043,1168.6758938001003,None,1170.3849128498696,None,4,0.9546556355198845,1170.3849128498696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.300759912002832,1171.4087670104345,None,1171.4087670104345,None,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
3,fogó,limonádé,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,,,,,1180.7731037030462,None,1181.7662525518099,None,1181.7662525518099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.7530354185728,None,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
6,menta,triatlon,,,,,,,,,2,0,2,0,0,1,1,5,,,,,,,,,,,,,1187.7553517912747,None,1188.770077303634,None,1188.770077303634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
4,mocsár,ananász,,,,,,,,,2,0,2,0,0,2,2,3,,,,,,,,,,,,,1194.7537578855408,None,1195.7666098977206,None,1195.7666098977206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
1,bagoly,kirakó,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,,,,,1201.753771258751,None,1202.7738861942198,None,1202.7738861942198,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
10,málna,dominó,,,,,,,,,2,0,2,0,0,4,4,9,,,,,,,,,,,,,1208.7524342440302,None,1209.7649345083628,None,1209.7649345083628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806000,2022_May_09_1258,palt,2021.1.2,59.847151510321574,
